_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_city,ltable_a_prov,ltable_a_country,ltable_a_web,rtable_a_name,rtable_a_city,rtable_a_prov,rtable_a_country,rtable_a_email_server
41,917,58552,american university beirut,beirut,,lebanon,http://www.aub.edu.lb,american university beirut,beirut,,lebanon,aub
42,917,37865,american university beirut,beirut,,lebanon,http://www.aub.edu.lb,american university beirut,beirut,,lebanon,aub
43,921,3274,american university kuwait,safat,,kuwait,http://www.auk.edu.kw/index.jsp,american university kuwait,safat,kuwait,kuwait,auk
44,926,27668,american university sharjah,sharjah,,united arab emirates,http://www.aus.edu,american university sharjah,sharjah,sharjah,united arab emirates,hec
45,926,27820,american university sharjah,sharjah,,united arab emirates,http://www.aus.edu,american university sharjah / ese business school chile,sharjah,sharjah,united arab emirates,hec
46,982,35136,anhui university,hefei,Anhui Province,china,http://www.ahu.edu.cn,anhui university finance economics,bengbu,anhui,china,sina
47,984,35136,anhui university finance economics,bengbu,Anhui Province,china,http://www.aufe.edu.cn,anhui university finance economics,bengbu,anhui,china,sina
48,1021,7041,aoyama gakuin university,tokyo,,japan,http://www.aoyama.ac.jp/en/,aoyama gakuin university,tokyo,tokyo,japan,aoyama
49,1076,6355,ariel university,ariel,,israel,http://www.ariel.ac.il/,ariel university,ariel,,israel,ariel
50,1106,47964,arts university bournemouth,poole,,united kingdom,http://aub.ac.uk/,bournemouth university,bournemouth,,united kingdom,nordberg
51,1145,59115,asian institute management,makati city,"Fourth District, Metro Manila",philippines,http://www.aim.edu,asian institute management,makati,please choose a,philippines,yahoo
52,1240,47678,aston university,birmingham,,united kingdom,http://www.aston.ac.uk,aston university,birmingham,,united kingdom,aston
53,1240,1814,aston university,birmingham,,united kingdom,http://www.aston.ac.uk,aston university,birmingham,,united kingdom,aston
54,1240,59113,aston university,birmingham,,united kingdom,http://www.aston.ac.uk,aston university,birmingham,,united kingdom,aston
