_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_city,ltable_a_prov,ltable_a_country,ltable_a_web,rtable_a_name,rtable_a_city,rtable_a_prov,rtable_a_country,rtable_a_email_server
585,10831,41746,lancaster university,lancaster,,united kingdom,http://www.lancs.ac.uk,lancaster university,lancaster,,united kingdom,lancaster
586,10831,51737,lancaster university,lancaster,,united kingdom,http://www.lancs.ac.uk,lancaster university,lancaster,,united kingdom,lancaster
587,10831,28819,lancaster university,lancaster,,united kingdom,http://www.lancs.ac.uk,university lancaster,lancaster,,united kingdom,lancaster
588,10851,52512,lappeenranta university technology,lappeenranta,,finland,http://www.lut.fi,lappeenranta university technology,lappeenranta,,finland,lut
589,10851,32226,lappeenranta university technology,lappeenranta,,finland,http://www.lut.fi,lappeenranta university technology,lappeenranta,,finland,lut
590,10851,56841,lappeenranta university technology,lappeenranta,,finland,http://www.lut.fi,lappeenranta university technology,lappeenranta,,finland,lut
591,10851,51830,lappeenranta university technology,lappeenranta,,finland,http://www.lut.fi,lappeenranta university technology,helsinki,,finland,lut
592,10895,57925,leeds beckett university,leeds,,united kingdom,http://www.leedsbeckett.ac.uk,university leeds,leeds,,united kingdom,leeds
593,10895,9625,leeds beckett university,leeds,,united kingdom,http://www.leedsbeckett.ac.uk,university leeds,leeds,,united kingdom,gmail
594,10895,58094,leeds beckett university,leeds,,united kingdom,http://www.leedsbeckett.ac.uk,university leeds,leeds,,united kingdom,leeds
595,10895,27263,leeds beckett university,leeds,,united kingdom,http://www.leedsbeckett.ac.uk,university leeds,leeds,yorkshire,united kingdom,leeds
596,10896,57925,leeds trinity university,leeds,,united kingdom,http://www.leedstrinity.ac.uk,university leeds,leeds,,united kingdom,leeds
597,10896,9625,leeds trinity university,leeds,,united kingdom,http://www.leedstrinity.ac.uk,university leeds,leeds,,united kingdom,gmail
598,10896,58094,leeds trinity university,leeds,,united kingdom,http://www.leedstrinity.ac.uk,university leeds,leeds,,united kingdom,leeds
599,10896,27263,leeds trinity university,leeds,,united kingdom,http://www.leedstrinity.ac.uk,university leeds,leeds,yorkshire,united kingdom,leeds
600,10908,35914,university innsbruck,innsbruck,Tyrol,austria,http://www.uibk.ac.at,university innsbruck,innsbruck,,austria,uibk
601,10908,5055,university innsbruck,innsbruck,Tyrol,austria,http://www.uibk.ac.at,university innsbruck,innsbruck,austria,austria,uibk
602,10943,16705,free university bozen bolzano,bolzano,,italy,http://www.unibz.it,free university bozen bolzano,bolzano,,italy,unibz
603,11011,1822,liverpool hope university,liverpool,,united kingdom,http://www.hope.ac.uk,university liverpool,liverpool,merseyside,united kingdom,liverpool
604,11011,56464,liverpool hope university,liverpool,,united kingdom,http://www.hope.ac.uk,university liverpool,liverpool,,united kingdom,liverpool
605,11011,12277,liverpool hope university,liverpool,,united kingdom,http://www.hope.ac.uk,university liverpool,liverpool,,united kingdom,liverpool
606,11011,55797,liverpool hope university,liverpool,,united kingdom,http://www.hope.ac.uk,liverpool university,liverpool,,united kingdom,liverpool
607,11012,1822,liverpool john moores university,liverpool,,united kingdom,https://www.ljmu.ac.uk,university liverpool,liverpool,merseyside,united kingdom,liverpool
608,11012,56464,liverpool john moores university,liverpool,,united kingdom,https://www.ljmu.ac.uk,university liverpool,liverpool,,united kingdom,liverpool
609,11012,12277,liverpool john moores university,liverpool,,united kingdom,https://www.ljmu.ac.uk,university liverpool,liverpool,,united kingdom,liverpool
610,11012,55797,liverpool john moores university,liverpool,,united kingdom,https://www.ljmu.ac.uk,liverpool university,liverpool,,united kingdom,liverpool
611,11018,57906,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,,united kingdom,london
612,11018,36362,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,,united kingdom,london
613,11018,52269,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,,united kingdom,london
614,11018,52384,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,,united kingdom,london
615,11018,49477,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,,united kingdom,london
616,11018,55361,london business school,london,,united kingdom,http://www.london.edu/,cass business school city university london,london,,united kingdom,city
617,11018,7465,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,aa,united kingdom,london
618,11018,29063,london business school,london,,united kingdom,http://www.london.edu/,cass business school city university london,london,,united kingdom,city
619,11018,9678,london business school,london,,united kingdom,http://www.london.edu/,cass business school city university london,london,,united kingdom,city
620,11018,47923,london business school,london,,united kingdom,http://www.london.edu/,cass business school city university london,london,,united kingdom,city
621,11018,49244,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,,united kingdom,london
622,11018,41489,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,uk,united kingdom,london
623,11018,1036,london business school,london,,united kingdom,http://www.london.edu/,london business school,london,,united kingdom,london
624,11018,21250,london business school,london,,united kingdom,http://www.london.edu/,cass business school city university london,london,,united kingdom,city
625,11020,7908,london metropolitan university,london,,united kingdom,http://www.londonmet.ac.uk,university london,egham,surrey,united kingdom,rhul
626,11020,11411,london metropolitan university,london,,united kingdom,http://www.londonmet.ac.uk,university london,egham,surrey,united kingdom,rhul
627,11020,15319,london metropolitan university,london,,united kingdom,http://www.londonmet.ac.uk,university london,egham,surrey,united kingdom,rhul
628,11022,7908,london south bank university,london,,united kingdom,http://www.lsbu.ac.uk/,university london,egham,surrey,united kingdom,rhul
629,11022,11411,london south bank university,london,,united kingdom,http://www.lsbu.ac.uk/,university london,egham,surrey,united kingdom,rhul
630,11022,15319,london south bank university,london,,united kingdom,http://www.lsbu.ac.uk/,university london,egham,surrey,united kingdom,rhul
631,11040,58687,loughborough university,loughborough,,united kingdom,http://www.lboro.ac.uk,loughborough university,leicester,,united kingdom,lboro
632,11040,12051,loughborough university,loughborough,,united kingdom,http://www.lboro.ac.uk,loughborough university,loughborough,,united kingdom,lboro
633,11040,58683,loughborough university,loughborough,,united kingdom,http://www.lboro.ac.uk,loughborough university,leicester,,united kingdom,lboro
634,11040,42679,loughborough university,loughborough,,united kingdom,http://www.lboro.ac.uk,loughborough university,loughborough,,united kingdom,lboro
635,11040,59704,loughborough university,loughborough,,united kingdom,http://www.lboro.ac.uk,loughborough university,loughborough,leicestershire,united kingdom,mysoc
636,11066,42254,ludwig maximilian university munich,munchen,,germany,http://www.lmu.de,university munich,munich,bavaria,germany,lmu
637,11066,22019,ludwig maximilian university munich,munchen,,germany,http://www.lmu.de,university munich,munich,,germany,uni-muenchen
638,11066,42378,ludwig maximilian university munich,munchen,,germany,http://www.lmu.de,university munich,munich,,germany,lmu
639,11110,40970,lyceum philippines university lyceum philippines university cavite,general trias,Cavite,philippines,http://www.cavite.lpu.edu.ph,university philippines,quezon city,,philippines,up
640,11110,59139,lyceum philippines university lyceum philippines university cavite,general trias,Cavite,philippines,http://www.cavite.lpu.edu.ph,university philippines,quezon city,,philippines,up
641,11111,40970,lyceum philippines university lyceum philippines university st. cabrini college allied medicine,sto. tomas,Batangas,philippines,http://www.lpl.edu.ph/cam.php,university philippines,quezon city,,philippines,up
642,11111,59139,lyceum philippines university lyceum philippines university st. cabrini college allied medicine,sto. tomas,Batangas,philippines,http://www.lpl.edu.ph/cam.php,university philippines,quezon city,,philippines,up
643,11136,54573,macquarie university,sydney,New South Wales,australia,http://www.mq.edu.au,macquarie university,north ryde,nsw,australia,mq
644,11217,42416,mahidol university,nakhon pathom,,thailand,http://www.mahidol.ac.th,mahidol university,bangkok,,thailand,mahidol
645,11330,24287,management development institute,gurgaonsukhrali gurgaon,Haryana,india,http://www.mdi.ac.in/,management development institute,gurgaon,haryana,india,gmail
646,11421,9764,martin luther university halle wittenberg,halle saale,Saale,germany,http://www.uni-halle.de,martin luther university halle,halle saale,,germany,uni-halle
647,11421,35911,martin luther university halle wittenberg,halle saale,Saale,germany,http://www.uni-halle.de,martin luther university halle wittenberg,halle saale,,germany,uni-halle
648,11451,51364,massey university palmerston north campus,palmerston north,,new zealand,http://www.massey.ac.nz/massey/student-life/manawatu-campus/palmerston-north_home.cfm,massey university palmerston north,palmerston north,,new zealand,massey
649,11451,19998,massey university palmerston north campus,palmerston north,,new zealand,http://www.massey.ac.nz/massey/student-life/manawatu-campus/palmerston-north_home.cfm,massey university,palmerston north,,new zealand,massey
650,11452,19998,massey university wellington campus,wellington,,new zealand,http://www.massey.ac.nz/massey/contact/wellington-campus/en/wellington-campus_home.cfm,massey university,palmerston north,,new zealand,massey
651,11453,51364,massey university,palmerston north,,new zealand,http://www.massey.ac.nz,massey university palmerston north,palmerston north,,new zealand,massey
652,11453,19998,massey university,palmerston north,,new zealand,http://www.massey.ac.nz,massey university,palmerston north,,new zealand,massey
653,11454,19998,massey university albany campus,north shore city,,new zealand,http://www.massey.ac.nz,massey university,palmerston north,,new zealand,massey
654,11460,40240,dublin city university mater dei institute education,dublin,,ireland,http://www.materdei.ie,dublin city university,dublin,,ireland,dcu
655,11496,2200,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
656,11496,22181,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,ottawa,on,canada,uottawa
657,11496,41206,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
658,11496,42525,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
659,11496,37126,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
660,11496,28256,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
661,11496,47645,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
662,11496,37447,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
663,11496,11867,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
664,11496,47980,mcgill university,montreal, Quebec ,canada,http://www.mcgill.ca,mcgill university,montreal,qc,canada,mcgill
665,11499,24532,mcmaster university,hamilton, Ontario,canada,http://mcmaster.ca,mcmaster university,hamilton,on,canada,mcmaster
666,11527,35914,medical university innsbruck,innsbruck,Tyrol,austria,http://www.i-med.ac.at,university innsbruck,innsbruck,,austria,uibk
667,11527,5055,medical university innsbruck,innsbruck,Tyrol,austria,http://www.i-med.ac.at,university innsbruck,innsbruck,austria,austria,uibk
668,11542,56900,meiji university,tokyo,,japan,http://www.meiji.ac.jp,meiji university,tokyo,,japan,meiji
669,11543,56900,meiji gakuin university,tokyo,,japan,http://www.meijigakuin.ac.jp/index_en.html,meiji university,tokyo,,japan,meiji
670,11544,56900,meiji university integrative medicine,funai gun,Kyoto,japan,http://www.meiji-u.ac.jp,meiji university,tokyo,,japan,meiji
671,11558,52081,memorial university newfoundland,st john s, Newfoundland & Labrador ,canada,http://www.mun.ca,memorial university newfoundland,st. john s,nl,canada,mun
672,11558,40624,memorial university newfoundland,st john s, Newfoundland & Labrador ,canada,http://www.mun.ca,memorial university newfoundland,st. john s,nl,canada,mun
673,11558,18130,memorial university newfoundland,st john s, Newfoundland & Labrador ,canada,http://www.mun.ca,memorial university newfoundland,st. john s,nl,canada,mun
674,11582,43152,methodist university college ghana,accra,,ghana,http://www.mucg.edu.gh,university ghana,legon,,ghana,gmail
675,11589,57679,helsinki metropolia university applied sciences,helsinki,,finland,http://www.metropolia.fi,university helsinki,helsinki,,finland,helsinki
676,11653,16390,middlesex university,london,,united kingdom,http://www.mdx.ac.uk,middlesex university,london,,united kingdom,gmail
677,11709,58745,institut mines telecom mines paris tech graduate school,paris,Cedex 06,france,http://www.mines-paristech.fr,institut mines telecom,evry,,france,eu
678,11711,51882,ming chuan university,taipei,,taiwan,http://www.mcu.edu.tw,ming chuan university,taipei,,taiwan,mcu
679,12023,16217,monash university,melbourne,Victoria,australia,http://www.monash.edu.au,monash university,clayton,victoria,australia,monash
680,12023,19633,monash university,melbourne,Victoria,australia,http://www.monash.edu.au,monash university,caulfield,vic,australia,monash
681,12023,56085,monash university,melbourne,Victoria,australia,http://www.monash.edu.au,monash university,melbourne,victoria,australia,monash
682,12023,2433,monash university,melbourne,Victoria,australia,http://www.monash.edu.au,monash university,clayton,vic,australia,monash
683,12023,15615,monash university,melbourne,Victoria,australia,http://www.monash.edu.au,monash university,clayton,victoria,australia,monash
684,12023,43105,monash university,melbourne,Victoria,australia,http://www.monash.edu.au,monash university,caulfield,victoria,australia,monash
685,12023,185,monash university,melbourne,Victoria,australia,http://www.monash.edu.au,monash university,caulfield,victoria,australia,monash
686,12185,51917,mount allison university,sackville, New Brunswick ,canada,http://www.mta.ca,mount allison university,sackville,nb,canada,mta
687,12199,34364,mount royal university,calgary, Alberta,canada,http://www.mtroyal.ca/,mount royal university,calgary,alberta,canada,mtroyal
688,12349,34137,nanjing university,nanjing,Jiangsu Province,china,http://www.nju.edu.cn/,nanjing university,nanjing,china,china,163
689,12349,20886,nanjing university,nanjing,Jiangsu Province,china,http://www.nju.edu.cn/,nanjing university,nanjing,jiangsu,china,nju
690,12350,34137,nanjing university aeronautics astronautics,nanjing,Jiangsu Province,china,http://ice.nuaa.edu.cn,nanjing university,nanjing,china,china,163
691,12350,20886,nanjing university aeronautics astronautics,nanjing,Jiangsu Province,china,http://ice.nuaa.edu.cn,nanjing university,nanjing,jiangsu,china,nju
692,12352,34137,nanjing university information science technology,nanjing,Jiangsu Province,china,http://www.nuist.edu.cn,nanjing university,nanjing,china,china,163
693,12352,20886,nanjing university information science technology,nanjing,Jiangsu Province,china,http://www.nuist.edu.cn,nanjing university,nanjing,jiangsu,china,nju
694,12353,34137,nanjing university posts telecommunications,nanjing,Jiangsu Province,china,http://www.njupt.edu.cn,nanjing university,nanjing,china,china,163
695,12353,20886,nanjing university posts telecommunications,nanjing,Jiangsu Province,china,http://www.njupt.edu.cn,nanjing university,nanjing,jiangsu,china,nju
696,12354,34137,nanjing university science technology,nanjing,Jiangsu Province,china,http://www.njust.edu.cn,nanjing university,nanjing,china,china,163
697,12354,20886,nanjing university science technology,nanjing,Jiangsu Province,china,http://www.njust.edu.cn,nanjing university,nanjing,jiangsu,china,nju
698,12357,34137,nanjing university traditional chinese medicine,nanjing,Jiangsu Province,china,http://www.njutcm.edu.cn,nanjing university,nanjing,china,china,163
699,12357,20886,nanjing university traditional chinese medicine,nanjing,Jiangsu Province,china,http://www.njutcm.edu.cn,nanjing university,nanjing,jiangsu,china,nju
700,12358,34137,nanjing xiaozhuang university,nanjing,Jiangsu Province,china,http://www.njxzc.edu.cn,nanjing university,nanjing,china,china,163
701,12358,20886,nanjing xiaozhuang university,nanjing,Jiangsu Province,china,http://www.njxzc.edu.cn,nanjing university,nanjing,jiangsu,china,nju
702,12359,18614,nankai university,tianjin,Tianjin Province,china,http://www.nankai.edu.cn,nankai university,tianjin,,china,nankai
703,12365,16703,nanyang technological university,singapore,,singapore,http://www.ntu.edu.sg,nanyang technological university,singapore,singapore,singapore,ntu
704,12365,10008,nanyang technological university,singapore,,singapore,http://www.ntu.edu.sg,nanyang technological university,singapore,,singapore,ntu
705,12365,22058,nanyang technological university,singapore,,singapore,http://www.ntu.edu.sg,nanyang technological university,singapore,,singapore,gmail
706,12365,5439,nanyang technological university,singapore,,singapore,http://www.ntu.edu.sg,nanyang technological university,singapore,,singapore,ntu
707,12365,25100,nanyang technological university,singapore,,singapore,http://www.ntu.edu.sg,nanyang technological university,singapore,singapore,singapore,ntu
708,12411,56618,national central university,jhongli,Taoyuan,taiwan,http://www.ncu.edu.tw,national central university,jung li city,,taiwan,yahoo
709,12411,57184,national central university,jhongli,Taoyuan,taiwan,http://www.ncu.edu.tw,national central university,jhongli city,taoyuan county,taiwan,ncu
710,12411,47375,national central university,jhongli,Taoyuan,taiwan,http://www.ncu.edu.tw,national central university,jung li city,tao-yuan county,taiwan,gmail
711,12412,29589,national changhua university education,changhua,,taiwan,http://www.ncue.edu.tw,national changhua university education,changhua,,taiwan,ncue
712,12412,57483,national changhua university education,changhua,,taiwan,http://www.ncue.edu.tw,national changhua university education,changhua,,taiwan,ncue
713,12412,58998,national changhua university education,changhua,,taiwan,http://www.ncue.edu.tw,national changhua university education,changhua,,taiwan,hotmail
714,12413,56483,national cheng kung university,tainan,,taiwan,http://www.ncku.edu.tw,national cheng kung university,tainan city,,taiwan,hotmail
715,12413,30345,national cheng kung university,tainan,,taiwan,http://www.ncku.edu.tw,national cheng kung university,tainan,,taiwan,gmail
716,12414,36589,national chengchi university,taipei,,taiwan,http://www.nccu.edu.tw,national chengchi university,taipei,,taiwan,nccu
717,12414,53202,national chengchi university,taipei,,taiwan,http://www.nccu.edu.tw,national chengchi university,taipei,,taiwan,gmail
718,12414,3130,national chengchi university,taipei,,taiwan,http://www.nccu.edu.tw,national chengchi university,taipei,,taiwan,nccu
719,12414,49585,national chengchi university,taipei,,taiwan,http://www.nccu.edu.tw,national chengchi university,taipei,taiwan,taiwan,nccu
720,12414,57951,national chengchi university,taipei,,taiwan,http://www.nccu.edu.tw,national chengchi university,taipei,,taiwan,gmail
721,12416,49941,national chiao tung university,hsinchu,,taiwan,http://www.nctu.edu.tw/english/index.php,national chiao tung university,taipei,,taiwan,hinet
722,12416,49949,national chiao tung university,hsinchu,,taiwan,http://www.nctu.edu.tw/english/index.php,national chiao tung university,taipei,,taiwan,yahoo
723,12417,57350,national chiayi university,chiayi,,taiwan,http://www.ncyu.edu.tw,national chiayi university,chiayi,,taiwan,ncyu
724,12421,57084,national chung hsing university,taichung,,taiwan,http://www.nchu.edu.tw/,national chung hsing university,taichung,,taiwan,nchu
725,12444,11907,national dong hwa university,hualien,,taiwan,http://www.ndhu.edu.tw,national dong hwa university,hualien,"taiwan, r.o.c.",taiwan,ndhu
726,12482,25625,national kaohsiung university applied sciences,kaohsiung,,taiwan,http://www.kuas.edu.tw,national kaohsiung university applied sciences,kaohsiung,,taiwan,kuas
727,12482,43704,national kaohsiung university applied sciences,kaohsiung,,taiwan,http://www.kuas.edu.tw,national kaohsiung university applied sciences,kaohsiung,,taiwan,yahoo
728,12482,57478,national kaohsiung university applied sciences,kaohsiung,,taiwan,http://www.kuas.edu.tw,national kaohsiung university applied sciences,kaohsiung,,taiwan,hotmail
729,12498,51954,national pingtung university science technology,pingtung,,taiwan,http://www.npust.edu.tw,national pingtung university science and technology,pingtung,,taiwan,gmail
730,12507,882,national sun yat sen university,kaohsiung,,taiwan,http://www.nsysu.edu.tw,national sun yat sen university,kaohsiung,,taiwan,nsysu
731,12507,438,national sun yat sen university,kaohsiung,,taiwan,http://www.nsysu.edu.tw,national sun yat sen university,pingtung,,taiwan,nsysu
732,12507,21700,national sun yat sen university,kaohsiung,,taiwan,http://www.nsysu.edu.tw,national sun yat sen university,kaohsiung,,taiwan,gmail
733,12507,30767,national sun yat sen university,kaohsiung,,taiwan,http://www.nsysu.edu.tw,national sun yat sen university,kaohsiung,,taiwan,gmail
734,12516,39706,national taiwan university physical education sport,taichung,,taiwan,http://www.ntupes.edu.tw/,national taiwan university,hsinchu,,taiwan,gmail
735,12517,39706,national taiwan normal university,taipei,,taiwan,http://www.ntnu.edu.tw,national taiwan university,hsinchu,,taiwan,gmail
736,12517,9629,national taiwan normal university,taipei,,taiwan,http://www.ntnu.edu.tw,national taiwan normal university,taipei,,taiwan,ntnu
737,12519,39706,national taiwan sport university,taoyuan,,taiwan,http://www.ntsu.edu.tw,national taiwan university,hsinchu,,taiwan,gmail
738,12521,39706,national taiwan university arts,taipei,,taiwan,http://www.ntua.edu.tw,national taiwan university,hsinchu,,taiwan,gmail
739,12522,39706,national taiwan university science technology,taipei,,taiwan,http://www.ntust.edu.tw,national taiwan university,hsinchu,,taiwan,gmail
740,12548,25625,national university kaohsiung,kaohsiung,,taiwan,http://www.nuk.edu.tw,national kaohsiung university applied sciences,kaohsiung,,taiwan,kuas
741,12548,43704,national university kaohsiung,kaohsiung,,taiwan,http://www.nuk.edu.tw,national kaohsiung university applied sciences,kaohsiung,,taiwan,yahoo
742,12548,57478,national university kaohsiung,kaohsiung,,taiwan,http://www.nuk.edu.tw,national kaohsiung university applied sciences,kaohsiung,,taiwan,hotmail
743,12554,1245,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
744,12554,21820,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,singapore,singapore,nus
745,12554,38984,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
746,12554,57353,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
747,12554,29268,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,singapore,singapore,nus
748,12554,41916,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,not required,singapore,nus
749,12554,31187,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
750,12554,42028,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
751,12554,51281,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,gmail
752,12554,38927,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
753,12554,22780,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
754,12554,9813,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,singapore,singapore,nus
755,12554,40564,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
756,12554,24193,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,singapore,singapore,nus
757,12554,56926,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,gmail
758,12554,7191,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,singapore,singapore,nus
759,12554,36459,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
760,12554,8525,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,singapore,singapore,nus
761,12554,57271,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nuhs
762,12554,34573,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
763,12554,55225,national university singapore,singapore,,singapore,http://www.nus.edu.sg,national university singapore,singapore,,singapore,nus
764,12556,25586,national university tainan,tainan,,taiwan,http://www.nutn.edu.tw,national university tainan,tainan city,,taiwan,gmail
765,12564,32922,national nuclear research university,moskva,,russian federation,http://www.mephi.ru,national research university,moscow,,russian federation,gmail
766,12564,43783,national nuclear research university,moskva,,russian federation,http://www.mephi.ru,national research university,moscow,,russian federation,dol
767,12566,32922,national research university higher school economics,moskva,,russian federation,http://www.hse.ru/,national research university,moscow,,russian federation,gmail
768,12566,43783,national research university higher school economics,moskva,,russian federation,http://www.hse.ru/,national research university,moscow,,russian federation,dol
769,12653,57214,newcastle university,newcastle upon tyne,,united kingdom,http://www.ncl.ac.uk,newcastle university,newcastle upon tyne,,united kingdom,newcastle
770,12653,11248,newcastle university,newcastle upon tyne,,united kingdom,http://www.ncl.ac.uk,newcastle university,newcastle,united kingdom,united kingdom,ncl
771,12655,7269,newman university birmingham,birmingham,,united kingdom,http://www.newman.ac.uk,university birmingham,birmingham,,united kingdom,bham
772,12655,59186,newman university birmingham,birmingham,,united kingdom,http://www.newman.ac.uk,university birmingham,birmingham,,united kingdom,bham
773,12712,52349,ningbo university,ningbo,Zhejiang Province,china,http://www.nbu.edu.cn,university nottingham ningbo china,ningbo,,china,nottingham
774,12712,10561,ningbo university,ningbo,Zhejiang Province,china,http://www.nbu.edu.cn,university nottingham ningbo china,ningbo,,china,nottingham
775,12712,57144,ningbo university,ningbo,Zhejiang Province,china,http://www.nbu.edu.cn,university nottingham ningbo china,ningbo,zhejiang,china,hotmail
776,12759,47007,norwegian school economics,bergen,,norway,http://www.nhh.no,nhh norwegian school economics,helleveien,5045,norway,nhh
777,12759,5585,norwegian school economics,bergen,,norway,http://www.nhh.no,norwegian school economics,bergen,,norway,nhh
778,12759,58736,norwegian school economics,bergen,,norway,http://www.nhh.no,nhh norwegian school economics,bergen,eidsvagneset,norway,nhh
779,12759,6648,norwegian school economics,bergen,,norway,http://www.nhh.no,norwegian school economics and business administration,bergen,,norway,nhh
780,12759,4668,norwegian school economics,bergen,,norway,http://www.nhh.no,norwegian school economics,bergen,,norway,nhh
781,12759,721,norwegian school economics,bergen,,norway,http://www.nhh.no,norwegian school economics,bergen,,norway,nhh
782,12760,38483,norwegian school sport sciences,oslo,,norway,http://www.nih.no,norwegian school sport sciences,oslo,,norway,getmail
783,12847,58470,northwest a f university,yangling,Shaanxi,china,http://www.nwsuaf.edu.cn,northwest university,xi an,,china,qq
784,12854,58470,northwest normal university,lanzhou,Gansu Province,china,http://www.nwnu.edu.cn,northwest university,xi an,,china,qq
785,12855,58470,northwest university,xi an,Shaanxi Province,china,http://www.nwu.edu.cn,northwest university,xi an,,china,qq
786,12857,58470,northwest university nationalities,lanzhou,Gansu Province,china,http://www.xbmu.edu.cn,northwest university,xi an,,china,qq
787,12858,58470,northwest university politics law,xi an,Shaanxi Province,china,http://www.nwupl.cn/,northwest university,xi an,,china,qq
788,12895,40872,nottingham trent university,nottingham,,united kingdom,http://www.ntu.ac.uk,nottingham trent university,nottingham,,united kingdom,ntu
789,12895,44811,nottingham trent university,nottingham,,united kingdom,http://www.ntu.ac.uk,university nottingham,nottingham,,united kingdom,nottingham
790,12895,10268,nottingham trent university,nottingham,,united kingdom,http://www.ntu.ac.uk,university nottingham,nottingham,,united kingdom,nottingham
791,12895,40349,nottingham trent university,nottingham,,united kingdom,http://www.ntu.ac.uk,university nottingham,nottingham,,united kingdom,nottingham
792,12895,9718,nottingham trent university,nottingham,,united kingdom,http://www.ntu.ac.uk,nottingham trent university,nottingham,nottinghamshire,united kingdom,ntu
793,12895,31513,nottingham trent university,nottingham,,united kingdom,http://www.ntu.ac.uk,nottingham trent university,nottingham,,united kingdom,ntu
794,12895,39033,nottingham trent university,nottingham,,united kingdom,http://www.ntu.ac.uk,university nottingham,nottingham,,united kingdom,nottingham
795,12895,58150,nottingham trent university,nottingham,,united kingdom,http://www.ntu.ac.uk,university nottingham,nottingham,,united kingdom,nottingham
796,12902,54131,novancia business school,paris,,france,http://www.novancia.fr,novancia business school,paris,,france,novancia
797,12934,4755,nyenrode business university,breukelen,,netherlands,http://www.nyenrode.nl,nyenrode business university,breukelen,,netherlands,nyenrode
798,13030,54823,okan university istanbul,istanbul,,turkey,http://www.okan.edu.tr,istanbul university,istanbul,,turkey,istanbul
799,13037,5624,okinawa university,naha shi,Okinawa,japan,http://www.okinawa-u.ac.jp,okinawa university,naha,okinawa,japan,okinawa-u
800,13038,5624,okinawa prefectural university arts,naha shi,Okinawa,japan,http://www.okigei.ac.jp,okinawa university,naha,okinawa,japan,okinawa-u
801,13040,5624,okinawa christian university,nakagami gun,Okinawa,japan,http://www.ocjc.ac.jp,okinawa university,naha,okinawa,japan,okinawa-u
802,13041,5624,okinawa international university,ginowan,Okinawa,japan,http://www.okiu.ac.jp,okinawa university,naha,okinawa,japan,okinawa-u
803,13059,40240,dublin city university,dublin,,ireland,http://www.dcu.ie,dublin city university,dublin,,ireland,dcu
804,13061,8920,university limerick,limerick,,ireland,http://www.ul.ie,university limerick,limerick,limerick,ireland,gmail
805,13067,8828,national university ireland,dublin,,ireland,http://www.nui.ie,national university ireland maynooth,county kildare,,ireland,robertgalavan
