person_id,person_id,a_name,a_city,a_prov,a_country,a_email_server,a_email_server_cleaned
934,4368,university albany state university new york,albany,new york,united states,verizon.net,verizon
1817,8936,santa clara university,santa clara,california,united states,scu.edu,scu
5529,42001,iese business school,madrid,,spain,iese.edu,iese
4661,34555,ritsumeikan university,kusatsu,shiga,japan,gmail.com,gmail
3000,19333,bocconi university,milano,,italy,unibocconi.it,unibocconi
5445,41200,university north carolina chapel hill,chapel hill,north carolina,united states,unc.edu,unc
6280,47269,harvard university,cambridge,massachusetts,united states,fas.harvard.edu,harvard
7418,54983,rwth aachen university,dusseldorf,,germany,gmail.com,gmail
8829,58494,rutgers university,newark,new jersey,united states,aalto.fi,aalto
3580,24999,university western ontario,london,on,canada,ivey.ca,ivey
5939,44628,university california los angeles,los angeles,california,united states,anderson.ucla.edu,ucla
9104,59031,virginia tech,blacksburg,virginia,united states,vt.edu,vt
6999,52335,university toronto,toronto,on,canada,utoronto.ca,utoronto
6275,47240,university south australia,adelaide,sa,australia,unisa.edu.au,unisa
6998,52334,new york university,new york city,new york,united states,gmail.com,gmail
3388,22978,john hopkins university,baltimore,maryland,united states,jhu.edu,jhu
5230,39522,johns hopkins university school medicine,baltimore,maryland,united states,jhmi.edu,jhmi
4129,29878,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
3726,26155,huazhong university science technology,wuhan,hubei,china,mail.hust.edu.cn,hust
9486,59986,university luxembourg,luxembourg,,luxembourg,univ.lu,univ
6119,46326,open university,london,,united kingdom,open.ac.uk,open
1315,6040,babson college,wellesley,massachusetts,united states,babson.edu,babson
4550,33630,george washington university,spotsylvania,virginia,united states,gwmail.gwu.edu,gwu
1681,8000,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
2480,14310,worcester polytechnic institute,worcester,massachusetts,united states,wpi.edu,wpi
2050,10662,northeastern university,boston,massachusetts,united states,neu.edu,neu
6012,45208,warwick business school,coventry,,united kingdom,wbs.ac.uk,wbs
2443,14164,indiana university,indianapolis,indiana,united states,iupui.edu,iupui
1241,5700,rice university,houston,texas,united states,rice.edu,rice
2105,11231,university glasgow,glasgow,scotland,united kingdom,glasgow.ac.uk,glasgow
7310,54222,university california berkeley,berkeley,california,united states,haas.berkeley.edu,berkeley
413,1750,university miami,coral gables,florida,united states,miami.edu,miami
5560,42228,kazan national research technical university,kazan,,russian federation,yahoo.com,yahoo
4358,31931,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
6684,50158,university teknologi malaysia,johar bahru,,malaysia,yahoo.com,yahoo
5021,38064,st vincent college,latrobe,pennsylvania,united states,email.stvincent.edu,stvincent
4720,35133,university dundee,dundee,,united kingdom,dundee.ac.uk,dundee
7320,54293,university goettingen,gottingen,,germany,wiwi.uni-goettingen.de,uni-goettingen
3105,19955,university southern california,los angeles,california,united states,usc.edu,usc
7659,56111,insead,fontainebleau,,france,insead.edu,insead
1470,6820,seattle university,seattle,washington,united states,seattleu.edu,seattleu
9340,59503,university north carolina,charlotte,north carolina,united states,uncc.edu,uncc
2844,17560,university nottingham,nottingham,,united kingdom,nottingham.ac.uk,nottingham
3752,26385,concordia university,montreal,qc,canada,jmsb.concordia.ca,concordia
238,1029,njit,hoboken,new jersey,united states,adm.njit.edu,njit
1061,4933,hofstra university,hempstead,new york,united states,hofstra.edu,hofstra
7115,52967,saarland university,saarbrucken,,germany,mis.uni-saarland.de,uni-saarland
3783,26746,pepperdine university,malibu,california,united states,pepperdine.edu,pepperdine
6057,45563,hec university geneva,st. gallen,,switzerland,unisg.ch,unisg
9077,58981,university de valencia,valencia,,spain,uv.es,uv
2591,14945,university california berkeley,berkeley,california,united states,haas.berkeley.edu,berkeley
2018,10321,ohio state university,columbus,ohio,united states,fisher.osu.edu,osu
448,1950,benedictine university,geneva,illinois,united states,ben.edu,ben
6360,47760,university glasgow,glasgow,,united kingdom,glasgow.ac.uk,glasgow
8378,57585,university passau,passau,bavaria,germany,uni-passau.de,uni-passau
5210,39353,university illinois urbana champaign,champaign,illinois,united states,illinois.edu,illinois
8645,58066,department public health and primary care,leuven,,belgium,idewe.be,idewe
6662,49946,indian institute management bangalore,bangalore,,india,iimb.ernet.in,ernet
4665,34576,harvard university,sudbury,massachusetts,united states,gmail.com,gmail
6338,47620,university carabobo,guacara,carabobo,venezuela,gmail.com,gmail
4997,37828,national sun yat sen university,guangzhou,guangdong,china,mail.sysu.edu.cn,sysu
6885,51712,university texas arlington,red oak,texas,united states,mavs.uta.edu,uta
8678,58127,florida international university,miami,florida,united states,fiu.edu,fiu
6959,52127,erasmus university rotterdam,rotterdam,,netherlands,planet.nl,planet
7405,54882,university limerick,limerick,,ireland,ul.ie,ul
3471,24011,embry riddle aeronautical university,daytona beach,florida,united states,erau.edu,erau
2056,10712,dominican university,river forest,illinois,united states,dom.edu,dom
1055,4906,uninove,marion,illinois,united states,siu.edu,siu
877,4085,columbia university,new york,new york,united states,columbia.edu,columbia
6722,50503,george washington university,washington,district of columbia,united states,gwu.edu,gwu
3525,24408,nottingham trent university,nottingham,england,united kingdom,ntu.ac.uk,ntu
5593,42370,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
5350,40412,ku leuven,leuven,,belgium,econ.kuleuven.be,kuleuven
2925,18373,university lugano,lugano,,switzerland,usi.ch,usi
194,870,north carolina state university,raleigh,north carolina,united states,ncsu.edu,ncsu
4400,32442,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
7669,56140,icn business school,nancy,,france,icn-groupe.fr,icn-groupe
7867,56589,university massachusetts boston,somerville,massachusetts,united states,gmail.com,gmail
229,989,pennsylvania state university,exton,pennsylvania,united states,psu.edu,psu
1314,6021,european university cyprus,nicosia,,cyprus,euc.ac.cy,euc
8807,58439,university illinois chicago,chicago,illinois,united states,uic.edu,uic
6273,47225,resonans,copenhagen,,denmark,resonans.dk,resonans
6628,49645,melbourne business school,melbourne,victoria,australia,mbs.edu,mbs
8165,57157,zurich university applied sciences,winterthur,,switzerland,zhaw.ch,zhaw
3740,26266,ecole des mines de paris,paris,,france,ensmp.fr,ensmp
9015,58875,aarhus university,aarhus,,denmark,hum.au.dk,au
295,1255,virginia tech,blacksburg,virginia,united states,vt.edu,vt
6683,50156,stanford university,stanford,california,united states,stanford.edu,stanford
1203,5531,university bath,bath,,united kingdom,bath.ac.uk,bath
1943,9783,university leeds,leeds,west yorkshire,united kingdom,lubs.leeds.ac.uk,leeds
6595,49367,university nottingham,nottingham,,united kingdom,elmprofessional.com,elmprofessional
5565,42243,western carolina university,waynesville,north carolina,united states,wcu.edu,wcu
4322,31547,samsung economic research institute,seoul,,south korea,samsung.com,samsung
4238,30824,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
462,1992,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
4939,37416,sda bocconi,milano,italy,italy,unibocconi.it,unibocconi
5649,42658,washington university st louis,saint louis,missouri,united states,wustl.edu,wustl
1552,7224,peking university,beijing,,china,gsm.pku.edu.cn,pku
2206,12116,esmt,berlin,,germany,esmt.org,esmt
5154,38985,senshu university,kawasaki,kanagawa,japan,isc.senshu-u.ac.jp,senshu-u
2426,14095,northeastern university,boston,massachusetts,united states,neu.edu,neu
5283,39958,university houston,houston,texas,united states,gmail.com,gmail
5932,44587,university north carolina chapel hill,chapel hill,north carolina,united states,unc.edu,unc
4779,35684,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
5842,43972,huazhong university science technology,wuhan,hubei,china,mail.hust.edu.cn,hust
5103,38622,technische university darmstadt,darmstadt,,germany,stock-homburg.de,stock-homburg
4847,36383,denison consulting,ann arbor,michigan,united states,denisonculture.com,denisonculture
1379,6377,bi norwegian business school,oslo,,norway,bi.no,bi
1184,5474,east china university science andtechnology,shanghai,,china,ecust.edu.cn,ecust
5386,40677,central university finance and economics,beijing,,china,126.com,126
2362,13652,san jose state university,san juan bautista,california,united states,sjsu.edu,sjsu
594,2582,university colorado boulder,broomfield,colorado,united states,colorado.edu,colorado
1930,9706,miami university,oxford,ohio,united states,MiamiOH.edu,MiamiOH
6416,48099,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
2493,14371,university southern california,altadena,california,united states,marshall.usc.edu,usc
1838,9041,golden gate university,san francisco,california,united states,post.Harvard.edu,Harvard
867,4034,western illinois university,macomb,illinois,united states,wiu.edu,wiu
2915,18260,university surrey,guildford,surrey,united kingdom,surrey.ac.uk,surrey
1043,4861,university de oviedo spain,oviedo,asturias,spain,uniovi.es,uniovi
8005,56852,georgia state university,atlanta,georgia,united states,gsu.edu,gsu
8550,57902,king college london,london,,united kingdom,kcl.ac.uk,kcl
2847,17592,bocconi university,milan,,italy,unibocconi.it,unibocconi
7365,54570,ohio university,athens,ohio,united states,gmail.com,gmail
2864,17806,aalto university,espoo,,finland,aalto.fi,aalto
4758,35476,brock university,st. catharines,on,canada,brocku.ca,brocku
9264,59377,ku leuven,heverlee,,belgium,cs.kuleuven.be,kuleuven
947,4431,university vermont,burlington,vermont,united states,uvm.edu,uvm
957,4471,university florida,gainesville,florida,united states,ufl.edu,ufl
492,2116,baruch college city university new york,new york,new york,united states,baruch.cuny.edu,cuny
3123,20116,arizona state university,tempe,arizona,united states,asu.edu,asu
1099,5103,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
1555,7230,university wyoming,laramie,wyoming,united states,uwyo.edu,uwyo
3742,26277,national changhua university education,changhua,,taiwan,cc.ncue.edu.tw,ncue
9256,59354,louisiana state university,baton rouge,louisiana,united states,lsu.edu,lsu
9483,59983,indiana university,bloomington,indiana,united states,indiana.edu,indiana
6211,46883,york university,toronto,on,canada,yorku.ca,yorku
4124,29799,insper institute education and research,sao paulo,sp,brazil,insper.edu.br,insper
2185,11930,university lugano,lugano,,switzerland,usi.ch,usi
6527,48888,university maryland,college park,maryland,united states,rhsmith.umd.edu,umd
1052,4886,harvard university,newton,massachusetts,united states,hbs.edu,hbs
6607,49451,new mexico state university,las cruces,new mexico,united states,nmsu.edu,nmsu
968,4524,university warwick,coventry,,united kingdom,wbs.ac.uk,wbs
6299,47390,six points consulting,colorado springs,colorado,united states,gmail.com,gmail
648,2856,rensselaer polytechnic institute,troy,new york,united states,rpi.edu,rpi
2573,14857,university witten/herdecke,voyenenga,,norway,online.no,online
3301,21986,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
6000,45087,university hamburg,hamburg,,germany,googlemail.com,googlemail
8608,58001,old dominion university,norfolk,virginia,united states,odu.edu,odu
4578,33876,hanken school economics,helsinki,,finland,hanken.fi,hanken
3542,24560,duke university,durham,north carolina,united states,duke.edu,duke
5432,41125,national dong hwa university,hualien,,taiwan,mail.ndhu.edu.tw,ndhu
7007,52409,xi'an jiaotong university,xi an,,china,126.com,126
3917,28119,university padova,padova,,italy,unipd.it,unipd
5235,39564,oregon state university,corvallis,oregon,united states,bus.oregonstate.edu,oregonstate
2430,14108,stanford university,stanford,california,united states,stanford.edu,stanford
1602,7453,city university hong kong,kowloon,hong kong,china,cityu.edu.hk,cityu
607,2664,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
6720,50487,university massachusetts amherst,amherst,massachusetts,united states,som.umass.edu,umass
8680,58129,temple university,philadelphia,pennsylvania,united states,temple.edu,temple
7240,53724,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
1188,5488,university west indies,tunapuna,,trinidad and tobago,uwi-iob.org,uwi-iob
3769,26602,university warwick,coventry,,united kingdom,wbs.ac.uk,wbs
4628,34211,national taiwan university,taipei,,taiwan,ntu.edu.tw,ntu
5663,42733,iseg lisboa school economics and management,lisbon,,portugal,iseg.utl.pt,utl
4428,32896,university texas el paso,el paso,texas,united states,yahoo.com,yahoo
9201,59210,university california berkeley,berkeley,california,united states,haas.berkeley.edu,berkeley
6471,48452,university bern,bern,,switzerland,iop.unibe.ch,unibe
5011,37924,wartburg college,wavelrly,iowa,united states,wartburg.edu,wartburg
8880,58608,university turku,pori,satakunta,finland,utu.fi,utu
5907,44425,rwth aachen university,aachen,,germany,win.rwth-aachen.de,rwth-aachen
246,1057,university zurich,zurich,,switzerland,uzh.ch,uzh
9344,59514,lmu munich,munich,bavaria,germany,bwl.lmu.de,lmu
459,1985,university south carolina,columbia,south carolina,united states,moore.sc.edu,sc
9303,59440,robert morris university,moon township,pennsylvania,united states,rmu.edu,rmu
4040,29113,university st gallen,st. gallen,,switzerland,unisg.ch,unisg
4127,29854,emory university,atlanta,georgia,united states,emory.edu,emory
50,247,university dallas,irving,texas,united states,udallas.edu,udallas
4662,34559,tunghai university,zhubei city,hsinchu county,taiwan,thu.edu.tw,thu
8773,58359,hong kong baptist university,hong kong,,hong kong,life.hkbu.edu.hk,hkbu
6773,50974,eccles school university utah,salt lake city,utah,united states,utah.edu,utah
5850,44026,uiuc,champaign,illinois,united states,illinois.edu,illinois
8986,58827,harvard university / chulalongkorn university,cambridge,massachusetts,united states,mail.harvard.edu,harvard
57,296,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
4175,30269,peking university,shenzhen,,china,idelson.net,idelson
7415,54944,copenhagen business school,frederiksberg,,denmark,cbs.dk,cbs
4020,28994,texas a m university,college station,texas,united states,mays.tamu.edu,tamu
8289,57408,university iowa,iowa city,iowa,united states,uiowa.edu,uiowa
5450,41245,instituto de empresa business school,madrid,madrid,spain,student.ie.edu,ie
8507,57809,university st gallen,st. gallen,,switzerland,unisg.ch,unisg
1146,5307,bocconi university,milan,italy,italy,sdabocconi.it,sdabocconi
7709,56225,university queensland australia,brisbane,qld,australia,business.uq.edu.au,uq
5319,40144,wayne state university,detroit,michigan,united states,wayne.edu,wayne
8674,58122,gojo industries,akron,ohio,united states,GOJO.com,GOJO
8711,58208,university texas tyler,tyler,texas,united states,uttyler.edu,uttyler
9319,59466,university texas san antonio,san antonio,texas,united states,utsa.edu,utsa
3675,25686,swinburne university,melbourne,vic,australia,swin.edu.au,swin
5775,43489,university north carolina charlotte,charlotte,north carolina,united states,uncc.edu,uncc
2955,18733,kean university,union,new jersey,united states,gmail.com,gmail
8681,58131,louisiana tech university,ruston,louisiana,united states,latech.edu,latech
3397,23125,unicen,tandil,buenos aires,argentina,lluna.org,lluna
2162,11761,emory university,united states,georgia,united states,emory.edu,emory
4726,35162,concordia university,montreal,qc,canada,concordia.ca,concordia
4841,36280,university nevada reno,reno,nevada,united states,unr.edu,unr
1452,6734,western washington university,bellingham,washington,united states,wwu.edu,wwu
3852,27560,state university new york college old westbury,brooklyn,new york,united states,oldwestbury.edu,oldwestbury
3236,21172,university haifa,misgav,,israel,univ.haifa.ac.il,haifa
3107,19965,virginia tech,salem,va,united states,vt.edu,vt
1277,5872,northeastern university,boston,massachusetts,united states,neu.edu,neu
2470,14259,bentley university,waltham,massachusetts,united states,bentley.edu,bentley
2555,14749,george washington university,falls church,virginia,united states,gwu.edu,gwu
6880,51682,university massachusetts amherst,amherst,massachusetts,united states,som.umass.edu,umass
8431,57679,university helsinki,helsinki,,finland,helsinki.fi,helsinki
7851,56545,university amsterdam,amsterdam,,netherlands,uva.nl,uva
8448,57707,university goettingen,gottingen,niedersachsen,germany,uni-goettingen.de,uni-goettingen
3376,22835,macquarie university,woy woy,nsw,australia,hotmail.com,hotmail
4799,35879,university cagliari,cagliari,italia,italy,unica.it,unica
2564,14813,northwestern university,evanston,illinois,united states,kellogg.northwestern.edu,northwestern
3190,20699,university nottingham,nottingham,,united kingdom,nottingham.ac.uk,nottingham
7894,56645,renmin university china,beijing,,china,foxmail.com,foxmail
3662,25542,stockholm school economics,stockholm,,sweden,hhs.se,hhs
6,19,southern methodist university,dallas,texas,united states,cox.smu.edu,smu
1836,9034,university akron,akron,ohio,united states,uakron.edu,uakron
9460,59944,boeing company,sao paulo,sp,brazil,boeing.com,boeing
2703,15977,university east anglia,london,uk,united kingdom,gmail.com,gmail
1174,5439,nanyang technological university,singapore,,singapore,ntu.edu.sg,ntu
5072,38409,tsinghua university,beijing,,china,sem.tsinghua.edu.cn,tsinghua
2287,12960,portland state university,portland,oregon,united states,pdx.edu,pdx
3200,20817,feng chia university,pingjhen city taoyuan county,,taiwan,mail.fcu.edu.tw,fcu
5048,38256,university south carolina,columbia,south carolina,united states,moore.sc.edu,sc
5964,44811,university nottingham,nottingham,,united kingdom,nottingham.ac.uk,nottingham
2317,13209,university notre dame,notre dame,indiana,united states,post.harvard.edu,harvard
918,4299,university tampa,tampa,florida,united states,ut.edu,ut
1573,7307,american university,washington,district of columbia,united states,american.edu,american
742,3355,center for creative leadership,greensboro,north carolina,united states,ccl.org,ccl
5303,40069,richard ivey school business,london,on,canada,ivey.ca,ivey
9391,59622,stockholm school economics,stockholm,,sweden,hhs.se,hhs
4615,34117,lancaster university,bailrigg,lancashire,united kingdom,lancaster.ac.uk,lancaster
6190,46699,university southern california,los angeles,california,united states,usc.edu,usc
8022,56882,university maryland,college park,maryland,united states,gmail.com,gmail
9470,59969,indiana university,indianapolis,indiana,united states,iupui.edu,iupui
5090,38517,luiss guido carli university,rome,,italy,luiss.it,luiss
1106,5134,university texas dallas,richardson,texas,united states,utdallas.edu,utdallas
1117,5194,vu university amsterdam,amsterdam,amsterdam,netherlands,vu.nl,vu
7704,56218,university hong kong,hong kong,hong kong,hong kong,gmail.com,gmail
5982,44924,colorado state university,fort collins,colorado,united states,colostate.edu,colostate
1632,7643,harvard university,cambridge,massachusetts,united states,hbs.edu,hbs
3803,26967,new york university,new york,new york,united states,stern.nyu.edu,nyu
6985,52268,hong kong baptist university,hong kong,,hong kong,life.hkbu.edu.hk,hkbu
1770,8639,bocconi university,milan,michigan,italy,unibocconi.it,unibocconi
555,2412,stanford university,stanford,california,united states,stanford.edu,stanford
1037,4835,temple university,philadelphia,pennsylvania,united states,gmail.com,gmail
7860,56577,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
9436,59781,esri,redlands,california,united states,esri.com,esri
7952,56746,university st andrews,st andrews,fife,united kingdom,st-andrews.ac.uk,st-andrews
3698,25910,ohio state university,columbus,ohio,united states,osu.edu,osu
8985,58824,zurich university applied sciences,winterthur,,switzerland,zhaw.ch,zhaw
7453,55329,catholic university,piacenza,,italy,unicatt.it,unicatt
7326,54322,heriot watt university,edinburgh,0131 451 3716,united kingdom,hw.ac.uk,hw
8206,57233,roosevelt university,chicago,illinois,united states,roosevelt.edu,roosevelt
7619,56021,kedge business school,marseille,,france,kedgebs.com,kedgebs
3596,25091,california polytechnic state university,san luis obispo,california,united states,calpoly.edu,calpoly
1958,9872,stanford university,stanford,california,united states,stanford.edu,stanford
7399,54824,huazhong university science technology,wuhan,,china,126.com,126
3088,19867,copenhagen business school,frederiksberg,,denmark,cbs.dk,cbs
792,3615,state university new york,old westbury,new york,united states,oldwestbury.edu,oldwestbury
6617,49559,center for digital technology and management,munich,,germany,cdtm.de,cdtm
3104,19946,university pennsylvania,philadelphia,pennsylvania,united states,rahulkapoor.com,rahulkapoor
9140,59109,california polytechnic state university pomona,pomona,california,united states,csupomona.edu,csupomona
8574,57945,yonsei university,seoul,,south korea,gmail.com,gmail
1310,6015,university alabama,tuscaloosa,alabama,united states,ua.edu,ua
5944,44674,university victoria,victoria,bc,canada,uvic.ca,uvic
8943,58745,institut mines telecom,evry,,france,telecom-em.eu,telecom-em
2444,14170,portland state university,portland,oregon,united states,pdx.edu,pdx
803,3671,northwestern university,evanston,illinois,united states,kellogg.northwestern.edu,northwestern
8761,58315,towson university,towson,maryland,united states,towson.edu,towson
7694,56207,university wisconsin madison,madison,wisconsin,united states,ssc.wisc.edu,wisc
532,2310,texas christian university,fort worth,texas,united states,tcu.edu,tcu
3916,28111,montana state university,bozeman,montana,united states,gmail.com,gmail
3494,24152,university surrey,guildford,surrey,united kingdom,surrey.ac.uk,surrey
9032,58904,maastricht university,maastricht,,netherlands,alumni.maastrichtuniversity.nl,maastrichtuniversity
7451,55302,washington state university,pullman,washington,united states,wsu.edu,wsu
2988,19174,university edinburgh,edinburgh,uk,united kingdom,ed.ac.uk,ed
6567,49169,morgan state university,baltimore,maryland,united states,morgan.edu,morgan
2126,11457,university chicago,chicago,illinois,united states,chicagobooth.edu,chicagobooth
2229,12319,oregon state university,corvallis,oregon,united states,bus.oregonstate.edu,oregonstate
5587,42312,harvard university,boston,massachusetts,united states,hbs.edu,hbs
9301,59437,montclair state university,hoboken,new jersey,united states,montclair.edu,montclair
4908,37249,weatherhead school management,cleveland,ohio,united states,case.edu,case
553,2398,columbia university,new york,new york,united states,columbia.edu,columbia
7605,55979,university edinburgh business school,edinburgh,midlothian,united kingdom,sms.ed.ac.uk,ed
5916,44483,university college dublin,dublin,dublin 16,ireland,ucd.ie,ucd
3092,19882,seton hall university,south orange,new jersey,united states,shu.edu,shu
4934,37393,university michigan ann arbor,ann arbor,michigan,united states,umich.edu,umich
52,255,university cyprus / university warwick,nicosia,,cyprus,wbs.ac.uk,wbs
8817,58457,otto von guericke university magdeburg,magdeburg,,germany,ovgu.de,ovgu
4412,32666,university nottingham ningbo china,ningbo,zj,china,interia.pl,interia
5810,43750,heidelberg university,tiffin,ohio,united states,heidelberg.edu,heidelberg
3621,25248,university south australia,adelaide,south australia,australia,unisa.edu.au,unisa
3638,25350,plymouth university,plymouth,devon,united kingdom,plymouth.ac.uk,plymouth
6666,49981,ie business school,madrid,,spain,faculty.ie.edu,ie
4982,37676,york university,toronto,on,canada,yorku.ca,yorku
5304,40070,fudan university,shanghai,,china,fudan.edu.cn,fudan
5827,43851,hec paris,jouy en josas,,france,hec.edu,hec
3632,25315,university st thomas,st. paul,minnesota,united states,stthomas.edu,stthomas
977,4576,new paltz state university new york,new paltz,new york,united states,newpaltz.edu,newpaltz
7913,56675,tel aviv university,tel aviv,,israel,post.tau.ac.il,tau
4949,37445,university southern california,los angeles,california,united states,marshall.usc.edu,usc
6167,46596,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
257,1102,singapore management university,singapore,,singapore,smu.edu.sg,smu
9177,59174,petrobras,rio de janeiro,rj,brazil,petrobras.com.br,petrobras
5361,40509,temple university,philadelphia,pennsylvania,united states,temple.edu,temple
8813,58449,friedrich alexander university erlangen nuremberg,nuremberg,,germany,fau.de,fau
7577,55861,peking university,beijing,,china,gmail.com,gmail
5216,39398,university del valle de guatemala,guatemala,,guatemala,uvg.edu.gt,uvg
5475,41474,university kansas,lawrence,kansas,united states,ku.edu,ku
1196,5511,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
687,3065,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
6014,45217,university calabria,rende,,italy,unical.it,unical
5808,43734,coventry business school,coventry,,united kingdom,coventry.ac.uk,coventry
8917,58688,nru higher school economics,perm,,russian federation,hse.ru,hse
6326,47585,ie business school,madrid,madrid,spain,ie.edu,ie
1413,6502,west virginia university,morgantown,west virginia,united states,mail.wvu.edu,wvu
4184,30340,monash university,caulfield east,vic,australia,buseco.monash.edu.au,monash
9261,59367,university oklahoma,norman,oklahoma,united states,ou.edu,ou
6686,50168,zhejiang university,hangzhou,,china,zju.edu.cn,zju
3865,27652,queensland university technology,brisbane,queensland,australia,qut.edu.au,qut
9232,59274,aalto university,aalto,,finland,aalto.fi,aalto
5978,44904,ottawa university,ottawa,on,canada,uottawa.ca,uottawa
7786,56411,university southern maine,portland,maine,united states,usm.maine.edu,maine
1527,7091,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
4302,31368,cornell university,ithaca,new york,united states,cornell.edu,cornell
1245,5716,university tennessee,knoxville,tennessee,united states,utk.edu,utk
9022,58883,national defense university,washington,district of columbia,united states,ndu.edu,ndu
1593,7409,university queensland australia,brisbane,queensland,australia,business.uq.edu.au,uq
121,529,ecole polytechnique federale de lausanne,lausanne,vd,switzerland,epfl.ch,epfl
5513,41858,university catholique de louvain,louvain la neuve,,belgium,uclouvain.be,uclouvain
9331,59483,university missouri,columbia,missouri,united states,missouri.edu,missouri
2701,15949,university southern denmark,odense,,denmark,sod.dias.sdu.dk,sdu
617,2713,georgia southern university,statesboro,georgia,united states,georgiasouthern.edu,georgiasouthern
5189,39240,university greenwich,london,,united kingdom,greenwich.ac.uk,greenwich
280,1201,university western ontario,london,on,canada,ivey.uwo.ca,uwo
7277,53996,yonsei university,seoul,,south korea,yonsei.ac.kr,yonsei
2886,17961,cass business school city university london,london,,united kingdom,city.ac.uk,city
9159,59138,athens university economics and business,athens,,greece,aueb.gr,aueb
5077,38419,university warwick,coventry,,united kingdom,wbs.ac.uk,wbs
5137,38882,rwth aachen university,aachen,,germany,gmail.com,gmail
2677,15766,university western australia,perth,western aust,australia,uwa.edu.au,uwa
6519,48799,university lausanne hec lausanne,lausanne,,switzerland,unil.ch,unil
7710,56228,university south australia,belair,sa,australia,mymail.unisa.edu.au,unisa
8393,57619,vu university amsterdam,amersfoort,,netherlands,vu.nl,vu
4520,33415,lsu,baton rouge,louisiana,united states,lsu.edu,lsu
4219,30651,university phoenix,chicago,illinois,united states,email.phoenix.edu,phoenix
7000,52337,university udine,udine,,italy,gmail.com,gmail
5126,38783,iowa state university,san diego,california,united states,iastate.edu,iastate
8394,57620,university jean moulin lyon 3,oullins,,france,iseor.com,iseor
3823,27160,university passau,passau,,germany,uni-passau.de,uni-passau
8788,58401,huazhong university science technology,wuhan,,china,gmail.com,gmail
8923,58698,technische university munchen tum,garching bei munchen,,germany,in.tum.de,tum
5305,40073,imperial college london,london,sw7 2az,united kingdom,imperial.ac.uk,imperial
9131,59091,university michigan,ann arbor,michigan,united states,umich.edu,umich
1179,5450,university southern california,los angeles,california,united states,usc.edu,usc
5262,39764,university nottingham ningbo china,ningbo,,china,nottingham.edu.cn,nottingham
3706,26014,mississippi state university,mississippi state,mississippi,united states,business.msstate.edu,msstate
1150,5327,kent state university,kent,ohio,united states,kent.edu,kent
8435,57686,university helsinki,helsinki,,finland,helsinki.fi,helsinki
4533,33502,kwansei gakuin university,nishinomiya,hyogo,japan,kwansei.ac.jp,kwansei
9374,59588,ryerson university,toronto,on,canada,ryerson.ca,ryerson
7543,55744,university new south wales,kensington,nsw,australia,unsw.edu.au,unsw
4173,30259,melbourne university,carlton,victoria,australia,mbs.edu,mbs
9061,58952,technische university darmstadt,darmstadt,hessen,germany,stock-homburg.de,stock-homburg
7108,52908,ramon llull university,sant cugat del valles,barcelona,spain,esade.edu,esade
8964,58786,huazhong university science technology,wuhan,,china,126.com,126
9495,60006,university technology sydney,sydney,nsw,australia,uts.edu.au,uts
6376,47880,reykjavik university,reykjavik,,iceland,hr.is,hr
3860,27603,university college london,london,,united kingdom,ucl.ac.uk,ucl
6178,46618,louisiana state university,baton rouge,louisiana,united states,lsu.edu,lsu
1168,5412,florida international university,miami,florida,united states,fiu.edu,fiu
8736,58254,iese business school,barcelona,,spain,iese.edu,iese
5448,41220,university oulu,oulu,,finland,oulu.fi,oulu
5533,42021,university st gallen,st. gallen,,switzerland,unisg.ch,unisg
4752,35384,rutgers university,camden,new jersey,united states,camden.rutgers.edu,rutgers
7205,53540,insead,singapore,,singapore,insead.edu,insead
5927,44570,indiana university bloomington,bloomington,indiana,united states,indiana.edu,indiana
1804,8876,mcgill university,montreal,qc,canada,mcgill.ca,mcgill
6778,51035,university albany state university new york,albany,new york,united states,gmail.com,gmail
7651,56098,fgv eaesp,sao paulo,sao paulo,brazil,yahoo.com.br,yahoo
2764,16705,free university bozen bolzano,bolzano,,italy,unibz.it,unibz
5257,39727,stony brook university,evanston,illinois,united states,stonybrook.edu,stonybrook
2858,17748,george mason university,fairfax,virginia,united states,gmu.edu,gmu
5193,39267,university houston clear lake,houston,texas,united states,uhcl.edu,uhcl
2597,14965,florida international university,miami,florida,united states,fiu.edu,fiu
