person_id,a_name,a_city,a_prov,a_country,a_email_server,a_email_server_cleaned
32816,city university hong kong,kowloon,,hong kong,cityu.edu.hk,cityu
32826,peking university,beijing,,china,pku.edu.cn,pku
32837,sigma iota epsilon,fort collins,co,united states,colostate.edu,colostate
32860,abu dhabi university,abu dhabi,abu dhabi,united arab emirates,buckeyemail.osu.edu,osu
32862,stanford university,stanford,california,united states,stanford.edu,stanford
32865,saint leo university,land o lakes,florida,united states,gmail.com,gmail
32871,texas a m university commerce,commerce,texas,united states,tamuc.edu,tamuc
32893,drake university,des moines,iowa,united states,drake.edu,drake
32895,skidmore college,saratoga springs,new york,united states,skidmore.edu,skidmore
32896,university texas el paso,el paso,texas,united states,yahoo.com,yahoo
32897,old dominion university,norfolk,virginia,united states,odu.edu,odu
32905,university queensland australia,brisbane,qld,australia,uq.edu.au,uq
32908,ibmec,rio de janeiro,rj,brazil,ibmecrj.br,ibmecrj
32911,william paterson university,wayne,new jersey,united states,wpunj.edu,wpunj
32912,university maryland university college,adelphi,maryland,united states,umuc.edu,umuc
32915,texas christian university,fort worth,texas,united states,tcu.edu,tcu
32916,university technology sydney,broadway,nsw,australia,uts.edu.au,uts
32917,insead,cambridge,massachusetts,united states,gmail.com,gmail
32921,vanderbilt university,nashville,tennessee,united states,umich.edu,umich
32922,national research university,moscow,,russian federation,gmail.com,gmail
32924,texas a m university,college station,texas,united states,tamu.edu,tamu
32925,faculdades metropolitanas unidas,sao paulo,sp,brazil,uol.com.br,uol
32933,michigan state university,east lansing,michigan,united states,msn.com,msn
32937,university queensland australia,brisbane,qld,australia,business.uq.edu.au,uq
32940,university amsterdam,amsterdam,,netherlands,uva.nl,uva
32941,newcastle university,sydney,,australia,newcastle.edu.au,newcastle
32946,case western reserve university,cleveland,oh,united states,case.edu,case
32952,pennsylvania state university,state college,pennsylvania,united states,gmail.com,gmail
32957,zayed university,abu dhabi,,united arab emirates,zu.ac.ae,zu
32959,wharton school university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
32964,france business school clermont campus,clermont ferrand,select one,france,gmail.com,gmail
32970,johannes kepler university,hagenberg im,austria,austria,fh-hagenberg.at,fh-hagenberg
32971,university college dublin,dublin,,ireland,ucd.ie,ucd
32975,umea university,umea,,sweden,usbe.umu.se,umu
32979,loyola university new orleans,new orleans,louisiana,united states,loyno.edu,loyno
32980,lmu munich,munich,,germany,lmu.de,lmu
32982,university manitoba,winnipeg,mb,canada,umanitoba.ca,umanitoba
32997,university colorado,boulder,colorado,united states,colorado.edu,colorado
33000,esc rennes school business,rennes,---------------,france,esc-rennes.fr,esc-rennes
33011,university nottingham ningbo china,ningbo,zhejiang,china,nottingham.edu.cn,nottingham
33015,university st gallen,jena,,germany,unisg.ch,unisg
33021,indiana university purdue university columbus,columbus,indiana,united states,iupuc.edu,iupuc
33022,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
33027,texas a m university commerce,commerce,texas,united states,tamuc.edu,tamuc
33033,singapore management university,singapore,singapore,singapore,smu.edu.sg,smu
33040,university virginia,charlottesville,virginia,united states,virginia.edu,virginia
33044,university bath,bath,,united kingdom,bath.ac.uk,bath
33053,instituto superior tecnico,lisboa,,portugal,ist.utl.pt,utl
33054,ivey school business,london,on,canada,ivey.ca,ivey
33068,university baltimore,baltimore,maryland,united states,ubalt.edu,ubalt
33071,effex capital,jersey city,new jersey,united states,mac.com,mac
33075,university positivo up,curitiba,parana,brazil,gmail.com,gmail
33084,university johannesburg,randburg,gauteng,south africa,mandalaconsulting.co.za,co
33086,kuwait university,al yarmouk,kw,kuwait,gmail.com,gmail
33093,university texas austin,austin,texas,united states,phd.mccombs.utexas.edu,utexas
33097,university southern california,los angeles,california,united states,marshall.usc.edu,usc
33098,aarhus university,aarhus,danmark,denmark,asb.dk,asb
33099,university limerick,ithaca,new york,united states,ul.ie,ul
33101,lawrence technological university,west bloomfield,michigan,united states,comcast.net,comcast
33102,marquette university,fullerton,california,united states,fullerton.edu,fullerton
33131,colorado technical university,colorado springs,colorado,united states,coloradotech.edu,coloradotech
33139,new paltz state university new york,new paltz,new york,united states,newpaltz.edu,newpaltz
33141,university california berkeley,berkeley,california,united states,haas.berkeley.edu,berkeley
33143,battelle for kids,dublin,ohio,united states,battelleforkids.org,battelleforkids
33149,hong kong baptist university,kowloon,,hong kong,hkbu.edu.hk,hkbu
33150,grenoble ecole de management,grenoble,,france,grenoble-em.com,grenoble-em
33153,drexel university,philadelphia,pennsylvania,united states,drexel.edu,drexel
33162,carnegie mellon university,pittsburgh,pennsylvania,united states,cmu.edu,cmu
33166,university groningen,groningen,,netherlands,rug.nl,rug
33175,state university new york institute technology,utica,new york,united states,point42.com,point42
33178,university bern,bern,,switzerland,imu.unibe.ch,unibe
33180,ie business school,madrid,madrid,spain,yahoo.com,yahoo
33181,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
33188,middle tennessee state university,murfreesboro,tennessee,united states,mtsu.edu,mtsu
33189,university de almeria,almeria,la canada,spain,ual.es,ual
33190,texas a m university college station,college station,texas,united states,mays.tamu.edu,tamu
33192,university lethbridge,lethbridge,alberta,canada,uleth.ca,uleth
33196,northland college,ashland,wisconsin,united states,northland.edu,northland
33245,hong kong polytechnic university,hung hom,kowloon,hong kong,polyu.edu.hk,polyu
33246,xi'an jiaotong university,xi an,shaanxi,china,sina.com,sina
33247,northwestern polytechnical university china,xi an,shaanxi,china,nwpu.edu.cn,nwpu
33256,technische university darmstadt,darmstadt,hessen,germany,stock-homburg.de,stock-homburg
33257,doctoral student,orlando,florida,united states,ucf.edu,ucf
33270,virginia tech,blacksburg,virginia,united states,hotmail.com,hotmail
33275,university zurich,zurich,,switzerland,gmx.net,gmx
33288,northern illinois university,dekalb,illinois,united states,niu.edu,niu
33328,beijing normal university,beijing,,china,fudan.edu.cn,fudan
33332,university cologne,cologne,,germany,wiso.uni-koeln.de,uni-koeln
33346,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
33357,manhattan college,harrison,new jersey,united states,manhattan.edu,manhattan
33359,miami university,oxford,ohio,united states,miamioh.edu,miamioh
33360,university tennessee,knoxville,tennessee,united states,utk.edu,utk
33364,wu vienna,vienna,vienna,austria,wu.ac.at,wu
33368,university bergamo elab research center,bergamo,bergamo,italy,unibg.it,unibg
33383,western kentucky university,bowling green,kentucky,united states,wku.edu,wku
33389,michigan technological university,houghton,michigan,united states,mtu.edu,mtu
33390,virginia tech,blacksburg,virginia,united states,vt.edu,vt
33391,university michigan ann arbor,ann arbor,michigan,united states,umich.edu,umich
33392,university st gallen,st. gallen,st. gallen,switzerland,unisg.ch,unisg
33409,university british columbia,kelowna,bc,canada,ubc.ca,ubc
33414,organisationsberatung,wolkersdorf,lower austria,austria,organisationen-beraten.net,organisationen-beraten
33415,lsu,baton rouge,louisiana,united states,lsu.edu,lsu
33424,skema business school,sophia antipolis,,france,skema.edu,skema
33443,aalto university,helsinki,,finland,aalto.fi,aalto
33444,abilene christian university,abilene,texas,united states,coba.acu.edu,acu
33458,southern cross university,coolangatta gold coast,qld,australia,scu.edu.au,scu
33459,melbourne business school,carlton,victoria,australia,mbs.edu,mbs
33460,aarhus university,aarhus,,denmark,asb.dk,asb
33465,university california berkeley,emeryville,california,united states,gmail.com,gmail
33467,university virginia,charlottesville,virginia,united states,darden.virginia.edu,virginia
33483,southeastern university,lakeland,florida,united states,seu.edu,seu
33487,indiana university,bloomington,indiana,united states,indiana.edu,indiana
33496,national university ireland maynooth,maynooth,,ireland,nuim.ie,nuim
33498,edith cowan university,perth,washington,australia,ecu.edu.au,ecu
33502,kwansei gakuin university,nishinomiya,hyogo,japan,kwansei.ac.jp,kwansei
33506,rutgers university,ithaca,new york,united states,cornell.edu,cornell
33507,governors state university,university park,illinois,united states,gmail.com,gmail
33546,henderson state university,arkadelphia,arkansas,united states,hsu.edu,hsu
33551,copenhagen business school,copenhagen,frederiksberg,denmark,cbs.dk,cbs
33555,air force institute technology,beavercreek,ohio,united states,yahoo.com,yahoo
33557,esade business school,sant cugat,,spain,esade.edu,esade
33582,university pittsburgh,pittsburgh,pennsylvania,united states,pitt.edu,pitt
33584,ese business school,santiago,,chile,uandes.cl,uandes
33586,xi'an jiaotong university,xi an,shaanxi,china,gmail.com,gmail
33587,pennsylvania state university,york,pennsylvania,united states,psu.edu,psu
33590,griffith university,brisbane,queensland,australia,griffith.edu.au,griffith
33592,lancaster university,lancaster,,united kingdom,lancaster.ac.uk,lancaster
33593,university south australia,adelaide,sa,australia,gmail.com,gmail
33601,renmin university china,beijing,haidian distric,china,gmail.com,gmail
33604,university alberta,edmonton,alberta,canada,gmail.com,gmail
33625,university putra malaysia,serdang,selangor,malaysia,hotmail.com,hotmail
33630,george washington university,spotsylvania,virginia,united states,gwmail.gwu.edu,gwu
33635,university amsterdam,amsterdam,,netherlands,uva.nl,uva
33643,university bath,bath,,united kingdom,bath.ac.uk,bath
33644,benedictine university,downers grove,il,united states,ben.edu,ben
33652,dutch central bank dnb,groningen,groningen,netherlands,rug.nl,rug
33655,pennsylvania state university erie,erie,pennsylvania,united states,psu.edu,psu
33659,technion israel institute technology,haifa,,israel,gmail.com,gmail
33660,university ca' foscari venice,venice,venice,italy,unive.it,unive
33668,chalmers university technology,gothenburg,,sweden,vgregion.se,vgregion
33689,erasmus university rotterdam,rotterdam,,netherlands,ese.eur.nl,eur
33708,cass business school city university london,london,,united kingdom,city.ac.uk,city
33709,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
33710,northwestern university,evanston,illinois,united states,kellogg.northwestern.edu,northwestern
33714,national university singapore,singapore,,singapore,aliyun.com,aliyun
33723,university saskatchewan,saskatoon,sk,canada,edwards.usask.ca,usask
33729,cranfield university,cranfield,beds,united kingdom,cranfield.ac.uk,cranfield
33731,swiss federal institute technology zurich eth,zurich,,switzerland,ethz.ch,ethz
33744,university arkansas,fayetteville,arkansas,united states,walton.uark.edu,uark
33786,university groningen,groningen,,netherlands,rug.nl,rug
33795,queensland university technology,brisbane,queensland,australia,qut.edu.au,qut
33813,university san francisco,san francisco,washington,united states,illinois.edu,illinois
33815,texas tech university,lubbock,texas,united states,ttu.edu,ttu
33818,university degli studi di milano,milan,michigan,italy,mip.polimi.it,polimi
33829,eth zurich,zurich,,switzerland,ethz.ch,ethz
33854,university california berkeley,berkeley,california,united states,haas.berkeley.edu,berkeley
33864,university north carolina charlotte,charlotte,north carolina,united states,gmail.com,gmail
33869,catolica lisbon school business and economics,lisbon,,portugal,ucp.pt,ucp
33870,wilfrid laurier university,waterloo,on,canada,wlu.ca,wlu
33876,hanken school economics,helsinki,,finland,hanken.fi,hanken
33877,university london birkbeck,london,,united kingdom,bbk.ac.uk,bbk
33894,texas a m university,college station,texas,united states,mays.tamu.edu,tamu
33909,school management xiamen university,xiamen,fujian,china,xmu.edu.cn,xmu
33914,georgia southern university,statesboro,georgia,united states,georgiasouthern.edu,georgiasouthern
33918,vlerick leuven gent management school,gent,,belgium,vlerick.com,vlerick
33921,london business school,london,not applicable,united kingdom,gmail.com,gmail
33922,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
33927,copenhagen business school,frederiksberg,,denmark,cbs.dk,cbs
33931,cal poly san luis obispo,san luis obispo,california,united states,calpoly.edu,calpoly
33933,copenhagen business school,copenhagen,,denmark,cbs.dk,cbs
33938,autonoma university barcelona,barcelona,,spain,uab.es,uab
33957,franklin university,antioch,california,united states,yahoo.com,yahoo
33959,american university,cleveland,ohio,united states,Case.edu,Case
33962,bahcesehir university,istanbul,,turkey,yahoo.com,yahoo
33963,insead,fontainebleau,,france,insead.edu,insead
33981,university st andrews,st andrews,scotland,united kingdom,st-andrews.ac.uk,st-andrews
33986,university chicago,chicago,illinois,united states,chicagobooth.edu,chicagobooth
33988,baruch college city university new york,new york,new york,united states,baruch.cuny.edu,cuny
33991,friedrich schiller university jena,jena,thuringen,germany,uni-jena.de,uni-jena
33997,cornell university,ithaca,new york,united states,uwaterloo.ca,uwaterloo
34005,university melbourne,melbourne,,australia,unimelb.edu.au,unimelb
34011,rmit university,melbourne,victoria,australia,rmit.edu.au,rmit
34015,naropa university,boulder,colorado,united states,naropa.edu,naropa
34021,ghent university,ghent,,belgium,ugent.be,ugent
34031,university groningen,groningen,,netherlands,RUG.nl,RUG
34039,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
34042,iese business school,barcelona,,spain,iese.edu,iese
34046,vu university amsterdam,amsterdam,,netherlands,vu.nl,vu
34051,rutgers university,newark,new jersey,united states,business.rutgers.edu,rutgers
34055,duke university,durham,north carolina,united states,duke.edu,duke
34060,anderson university,seneca,south carolina,united states,gmail.com,gmail
34061,national university singapore,singapore,,singapore,nus.edu.sg,nus
34071,national sun yat sen university,hong kong,,hong kong,ln.edu.hk,ln
34075,university tsukuba,bunkyo ku,tokyo,japan,u.tsukuba.ac.jp,tsukuba
34085,ntu,nottingham,nottinghamshire,united kingdom,ntu.ac.uk,ntu
34111,babson college,arlington,massachusetts,united states,babson.edu,babson
34117,lancaster university,bailrigg,lancashire,united kingdom,lancaster.ac.uk,lancaster
34125,university scranton,scranton,pennsylvania,united states,gmail.com,gmail
34137,nanjing university,nanjing,china,china,163.com,163
34150,london school economics,london,,united kingdom,lse.ac.uk,lse
34151,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
34158,open university nederland,heerlen,,netherlands,ou.nl,ou
34163,esc rennes school business,rennes,,france,esc-rennes.fr,esc-rennes
34165,university north carolina,chapel hill,north carolina,united states,unc.edu,unc
34168,university waterloo,toronto,on,canada,yahoo.ca,yahoo
34175,richard ivey school business,london,on,canada,ivey.ca,ivey
34185,university michigan dearborn,dearborn,michigan,united states,umich.edu,umich
34191,university hong kong,pokfulam,hk,hong kong,hkucc.hku.hk,hku
34201,bentley university,waltham,massachusetts,united states,bentley.edu,bentley
34211,national taiwan university,taipei,,taiwan,ntu.edu.tw,ntu
34229,university st gallen,st. gallen,,switzerland,unisg.ch,unisg
34236,iae business school argentina,pilar,buenos aires,argentina,iae.edu.ar,iae
34239,illinois state university,normal,illinois,united states,ilstu.edu,ilstu
34251,carleton university,ottawa,on,canada,carleton.ca,carleton
34307,university ljubljana,ljubljana,,slovenia,ef.uni-lj.si,uni-lj
34308,radboud university nijmegen,nijmegen,,netherlands,fm.ru.nl,ru
34310,stony brook university state university new york,setauket,new york,united states,stonybrook.edu,stonybrook
34311,zeppelin university,friedrichshafen,,germany,zu.de,zu
34314,university paderborn,paderborn,,germany,wiwi.upb.de,upb
34325,iu kelley school business,indianapolis,indiana,united states,iu.edu,iu
34351,university auckland,auckland,,new zealand,auckland.ac.nz,auckland
34355,griffith university,brisbane,queensland,australia,btinternet.com,btinternet
34356,boston college,chestnut hill,massachusetts,united states,bc.edu,bc
34359,ludwig maximilian university munich,munich,,germany,psy.lmu.de,lmu
34364,mount royal university,calgary,alberta,canada,mtroyal.ca,mtroyal
34393,york university,toronto,on,canada,schulich.yorku.ca,yorku
34399,max planck institute for mathematics sciences,leipzig,,germany,mis.mpg.de,mpg
34406,boston university,boston,massachusetts,united states,bu.edu,bu
34419,new mexico state university,las cruces,new mexico,united states,nmsu.edu,nmsu
34420,montana state university billings,billings,montana,united states,msubillings.edu,msubillings
34427,wayne state university,detroit,michigan,united states,wayne.edu,wayne
34447,baruch college city university new york,new york,new york,united states,buruch.cuny.edu,cuny
34463,university fribourg,fribourg,,switzerland,hefr.ch,hefr
34476,rwth aachen university,aachen,52072,germany,tim.rwth-aachen.de,rwth-aachen
34483,free university berlin,berlin,,germany,fu-berlin.de,fu-berlin
34493,university hong kong,hong kong,,hong kong,hku.hk,hku
34501,wu vienna,vienna,,austria,wu.ac.at,wu
34518,degw,new york,new york,united states,umich.edu,umich
34525,taipei municipal university education,taipei,,taiwan,yahoo.com.tw,yahoo
34528,pennsylvania state university,state college,pennsylvania,united states,psu.edu,psu
34551,indiana university purdue university indianapolis,indianapolis,indiana,united states,iupui.edu,iupui
34552,texas a m university central texas,georgetown,texas,united states,ct.tamus.edu,tamus
34555,ritsumeikan university,kusatsu,shiga,japan,gmail.com,gmail
34559,tunghai university,zhubei city,hsinchu county,taiwan,thu.edu.tw,thu
34560,university edinburgh,edinburgh,,united kingdom,ed.ac.uk,ed
34573,national university singapore,singapore,,singapore,nus.edu.sg,nus
34576,harvard university,sudbury,massachusetts,united states,gmail.com,gmail
34577,wuhan university,wuhan,hubei,china,foxmail.com,foxmail
34582,rutgers university,newark,new jersey,united states,gmail.com,gmail
34592,lingnan university college sun yat sen university,guangzhou,guangdong,china,mail.sysu.edu.cn,sysu
34612,keele university,keele,staffordshire,united kingdom,keele.ac.uk,keele
34628,jyvaskyla university,jyvaskyla,,finland,jyu.fi,jyu
34635,annenberg school for communication university so california,los angeles,california,united states,usc.edu,usc
34642,vrije university brussel,brussels,belgie/belgique,belgium,vub.ac.be,vub
34654,stanford university,stanford,california,united states,stanford.edu,stanford
34655,harvard university,boston,massachusetts,united states,hbs.edu,hbs
34662,wilfrid laurier university,waterloo,on,canada,wlu.ca,wlu
34663,university bath,bath,avon,united kingdom,bath.ac.uk,bath
34665,dublin city university,dublin,,ireland,dcu.ie,dcu
34666,pennsylvania state university,state college,pennsylvania,united states,psu.edu,psu
34685,university cincinnati,cincinnati,ohio,united states,mail.uc.edu,uc
34711,oregon state university,corvallis,oregon,united states,bus.oregonstate.edu,oregonstate
34734,university twente,enschede,,netherlands,utwente.nl,utwente
34739,michigan state university,east lansing,michigan,united states,bus.msu.edu,msu
34746,hankuk university foreign studies,seoul,,south korea,hufs.ac.kr,hufs
34751,indiana university,bloomington,indiana,united states,tamu.edu,tamu
34753,vanderbilt university,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
34756,insead,singapore,,singapore,insead.edu,insead
34763,rutgers university,duluth,minnesota,united states,eden.rutgers.edu,rutgers
34794,xi'an jiaotong university,xi an,shannxi,china,163.com,163
34795,xi'an jiaotong university,xi an,shaanxi,china,mail.xjtu.edu.cn,xjtu
34811,whu otto beisheim school management,vallendar,,germany,whu.edu,whu
34822,brandeis university,waltham,massachusetts,united states,wjoliver.com,wjoliver
34823,korea university,seoul,,south korea,korea.ac.kr,korea
34829,maastricht university,maastricht,,netherlands,maastrichtuniversity.nl,maastrichtuniversity
34892,whu otto beisheim school management,vallendar,,germany,whu.edu,whu
34895,erasmus university rotterdam,rotterdam,an,netherlands,rsm.nl,rsm
34921,texas tech university,lubbock,texas,united states,ttu.edu,ttu
34923,university warwick,coventry,,united kingdom,wbs.ac.uk,wbs
34932,escp europe,berlin,,germany,escpeurope.eu,escpeurope
34950,university nebraska lincoln,lincoln,nebraska,united states,unl.edu,unl
34953,university st gallen,st. gallen,,switzerland,unisg.ch,unisg
34962,miami university,oxford,ohio,united states,muohio.edu,muohio
34971,saint mary university,halifax,ns,canada,smu.ca,smu
34983,azerbaijan diplomatic academy,baku,,azerbaijan,ada.edu.az,ada
34991,warwick business school,sheffield,,united kingdom,wbs.ac.uk,wbs
34998,michigan state university,east lansing,michigan,united states,broad.msu.edu,msu
35005,northern illinois university,dekalb,illinois,united states,niu.edu,niu
35035,south china university technology,guangzhou,guangdong,china,scut.edu.cn,scut
35037,northwestern university,evanston,illinois,united states,northwestern.edu,northwestern
35044,university wisconsin eau claire,eau claire,wisconsin,united states,uwec.edu,uwec
35054,virginia tech,blacksburg,virginia,united states,vt.edu,vt
35064,university colorado colorado springs,colorado springs,colorado,united states,uccs.edu,uccs
35077,brock university,dundas,on,canada,brocku.ca,brocku
35083,central university finance and economics,beijing,,china,163.com,163
35091,franklin marshall college,philadelphia,pennsylvania,united states,fandm.edu,fandm
35095,technion israel institute technology,savyon,,israel,zahav.net.il,zahav
35105,university queensland australia,brisbane,queensland,australia,uq.edu.au,uq
35110,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
35123,duke university,durham,north carolina,united states,duke.edu,duke
35132,university florida,gainesville,florida,united states,warrington.ufl.edu,ufl
35133,university dundee,dundee,,united kingdom,dundee.ac.uk,dundee
35136,anhui university finance economics,bengbu,anhui,china,sina.com,sina
35146,xi'an jiaotong liverpool university,suzhou,jiangsu,china,foxmail.com,foxmail
35149,university central florida,orlando,florida,united states,ucf.edu,ucf
35151,maastricht university,maastricht,,netherlands,maastrichtuniversity.nl,maastrichtuniversity
35155,athens university economics and business,athens,,greece,aueb.gr,aueb
35162,concordia university,montreal,qc,canada,concordia.ca,concordia
35179,haute ecole de gestion fribourg,chesalles sur moudon,,switzerland,hefr.ch,hefr
35184,eada business school,barcelona,,spain,eada.edu,eada
35215,gothenburg university,goteborg,,sweden,handels.gu.se,gu
35232,open university nederland,heerlen,,netherlands,ou.nl,ou
35238,ehl,lausanne,,switzerland,ehl.ch,ehl
35239,no affiliation,philadelphia,pennsylvania,united states,hotmail.com,hotmail
35240,lmu munich,munich,,germany,bwl.lmu.de,lmu
35241,university massachusetts amherst,amherst,massachusetts,united states,isenberg.umass.edu,umass
35243,vu university amsterdam,alphen aan den rijn,,netherlands,vu.nl,vu
35253,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
35262,university massachusetts amherst,amherst,massachusetts,united states,isenberg.umass.edu,umass
35266,helmut schmidt university,hamburg,,germany,hsu-hh.de,hsu-hh
35284,ebs business school,wiesbaden,hesse,germany,ebs.edu,ebs
35287,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
35303,university north carolina chapel hill,chapel hill,north carolina,united states,unc.edu,unc
35306,texas a m university commerce,rockwall,texas,united states,tamuc.edu,tamuc
35313,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
35335,university texas tyler,tyler,texas,united states,gmail.com,gmail
35337,new york university,new york,new york,united states,stern.nyu.edu,nyu
35341,washington university,st. louis,missouri,united states,wustl.edu,wustl
35347,iesa,caracas,distrito capita,venezuela,iesa.edu.ve,iesa
35353,duke university,san rafael,california,united states,duke.edu,duke
35359,fundacao getulio vargas,sao paulo,sao paulo,brazil,yahoo.com.br,yahoo
35364,harvard university,belmont,massachusetts,united states,gmail.com,gmail
35368,royal holloway university london,egham,surrey,united kingdom,rhul.ac.uk,rhul
35384,rutgers university,camden,new jersey,united states,camden.rutgers.edu,rutgers
35409,university de las americas puebla,cholula,puebla,mexico,udlap.mx,udlap
35411,london business school,london,new york,united kingdom,london.edu,london
35439,maastricht university,maastricht,,netherlands,maastrichtuniversity.nl,maastrichtuniversity
35465,bocconi university,milan,michigan,italy,unibocconi.it,unibocconi
35473,new york university,new york,new york,united states,stern.nyu.edu,nyu
35476,brock university,st. catharines,on,canada,brocku.ca,brocku
35491,university london,egham,surrey,united kingdom,rhul.ac.uk,rhul
35493,g d'annunzio university,pescara,,italy,unich.it,unich
35513,oklahoma state university,stillwater,oklahoma,united states,okstate.edu,okstate
35517,renmin university china,beijing,,china,gmail.com,gmail
35547,university colorado colorado springs,colorado springs,colorado,united states,uccs.edu,uccs
35555,university newcastle australia,newcastle,nsw,australia,newcastle.edu.au,newcastle
35559,leibniz university hannover,hannover,,germany,pua.uni-hannover.de,uni-hannover
35576,texas a m university college station,college station,texas,united states,mays.tamu.edu,tamu
35578,georgia institute technology,atlanta,georgia,united states,scheller.gatech.edu,gatech
35590,university texas arlington,arlington,texas,united states,msn.com,msn
35602,university carlos iii de madrid,getafe,madrid,spain,uc3m.es,uc3m
35605,york university,toronto,on,canada,schulich.yorku.ca,yorku
35636,university michigan,ann arbor,michigan,united states,umich.edu,umich
35644,campbell soup company,camden,new jersey,united states,campbellsoup.com,campbellsoup
35645,google people innovation lab,san francisco,california,united states,google.com,google
35654,denison consulting,ann arbor,michigan,united states,gmail.com,gmail
35658,california state university fresno,fresno,california,united states,csufresno.edu,csufresno
35661,university texas pan american,edinburg,texas,united states,utpa.edu,utpa
35670,curtin university,perth,washington,australia,curtin.edu.au,curtin
35680,vlerick leuven gent management school,gent,,belgium,vlerick.be,vlerick
35684,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
35689,copenhagen business school,copenhagen,,denmark,cbs.dk,cbs
35692,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
35710,arizona state university,tempe,arizona,united states,asu.edu,asu
35712,renmin university china,beijing,,china,ruc.edu.cn,ruc
35722,florida international university,miami,florida,united states,fiu.edu,fiu
35739,university michigan ann arbor,ann arbor,michigan,united states,umich.edu,umich
35742,university texas san antonio,san antonio,texas,united states,utsa.edu,utsa
35799,insead,fontainebleau,,france,insead.edu,insead
35804,ohio state university,columbus,ohio,united states,osu.edu,osu
35806,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
35807,university fraser valley,delta,bc,canada,ufv.ca,ufv
35814,konstanz university,konstanz,,germany,uni-konstanz.de,uni-konstanz
35819,lawrence university,appleton,wisconsin,united states,lawrence.edu,lawrence
35829,monmouth university,belmar,new jersey,united states,yahoo.com,yahoo
35852,university british columbia,vancouver,bc,canada,gmail.com,gmail
35855,university lausanne,lausanne,,switzerland,unil.ch,unil
35857,university north carolina chapel hill,chapel hill,north carolina,united states,gmail.com,gmail
35866,airlangga university,surabaya,east java,indonesia,feb.unair.ac.id,unair
35868,tor vergata university,rome,,italy,uniroma2.it,uniroma2
35879,university cagliari,cagliari,italia,italy,unica.it,unica
35882,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
35883,henley business school,greenlands,,united kingdom,henley.ac.uk,henley
35898,fundacao getulio vargas,sao paulo,sp,brazil,gmail.com,gmail
35899,ministry science and technology,taipei,,taiwan,ntu.edu.tw,ntu
35902,politecnico di milano,milano,,italy,polimi.it,polimi
35903,university aston,birmingham,,united kingdom,aston.ac.uk,aston
35904,politecnico di milano,milano,,italy,polimi.it,polimi
35911,martin luther university halle wittenberg,halle saale,,germany,wiwi.uni-halle.de,uni-halle
35914,university innsbruck,innsbruck,,austria,uibk.ac.at,uibk
35919,harvard university,cambridge,massachusetts,united states,iq.harvard.edu,harvard
35941,melbourne university,melbourne,vic,australia,unimelb.edu.au,unimelb
35953,xiamen university,xiamen,,china,gmail.com,gmail
35972,darmstadt university technology,darmstadt,,germany,tim.tu-darmstadt.de,tu-darmstadt
35974,university granada,granada,,spain,ugr.es,ugr
35988,national university singapore,singapore,,singapore,yahoo.com.sg,yahoo
35995,university cincinnati,cincinnati,ohio,united states,gmail.com,gmail
36001,leeds university business school,leeds,,united kingdom,leeds.ac.uk,leeds
36004,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
36008,cornell university,ithaca,new york,united states,cornell.edu,cornell
36014,politecnico di milano,milano,,italy,polimi.it,polimi
36026,university leeds,leeds,,united kingdom,leeds.ac.uk,leeds
36033,university queensland australia,st. lucia,qld,australia,uq.edu.au,uq
36036,cornell university,ithaca,new york,united states,cornell.edu,cornell
36045,insead,singapore,,hong kong,insead.edu,insead
36056,esade business school,barcelona,,spain,esade.edu,esade
36067,aalto university,helsinki,,finland,aalto.fi,aalto
36079,cbs / ru,reykjavik,,iceland,ru.is,ru
36083,edinburgh university,edinburgh,,united kingdom,ed.ac.uk,ed
36094,reutlingen university,reutlingen,,germany,reutlingen-university.de,reutlingen-university
36100,lomonosov moscow state university business school,moscow,,russian federation,icss.ac.ru,icss
36110,royal institute technology kth,stockholm,,sweden,imit.se,imit
36121,hong kong university science and technology,hong kong,,hong kong,ust.hk,ust
36123,california state university northridge,northridge,california,united states,gmail.com,gmail
36126,university california irvine,irvine,california,united states,uci.edu,uci
36185,harvard university,boston,massachusetts,united states,hbs.edu,hbs
36192,university illinois,champaign,illinois,united states,illinois.edu,illinois
36221,national university singapore,singapore,singapore,singapore,nus.edu.sg,nus
36224,cardiff university,cardiff,,united kingdom,cardiff.ac.uk,cardiff
