person_id,a_name,a_city,a_prov,a_country,a_email_server,a_email_server_cleaned
1,academy management,briarcliff manor,new york,united states,aom.org,aom
4,northeastern university,boston,massachusetts,united states,gmail.com,gmail
5,skidmore college,saratoga springs,new york,united states,skidmore.edu,skidmore
10,west virginia university,morgantown,west virginia,united states,mail.wvu.edu,wvu
14,university antwerp,antwerp,,belgium,ua.ac.be,ua
16,concordia university,montreal,qc,canada,jmsb.concordia.ca,concordia
19,southern methodist university,dallas,texas,united states,cox.smu.edu,smu
21,san diego state university,san diego,california,united states,sdsu.edu,sdsu
22,alliant international university,san francisco,california,united states,alliant.edu,alliant
23,belmont university,nashville,tennessee,united states,belmont.edu,belmont
24,northern illinois university,dekalb,illinois,united states,niu.edu,niu
33,national taiwan university,taipei,,taiwan,ntu.edu.tw,ntu
35,harvard university,boston,massachusetts,united states,hbs.edu,hbs
50,insead,fontainebleau,,france,insead.edu,insead
74,yale university,hamden,connecticut,united states,gmail.com,gmail
87,illinois state university,bloomington,illinois,united states,ilstu.edu,ilstu
88,new mexico state university,las cruces,new mexico,united states,msn.com,msn
97,oakland university,rochester,michigan,united states,oakland.edu,oakland
108,monash university,caulfield,victoria,australia,monash.edu,monash
109,university wisconsin oshkosh,oshkosh,wisconsin,united states,uwosh.edu,uwosh
110,pace university,new york,new york,united states,pace.edu,pace
114,university queensland australia,brisbane,qld,australia,uq.edu.au,uq
124,insead,singapore,singapore,singapore,insead.edu,insead
128,university new haven,west haven,connecticut,united states,newhaven.edu,newhaven
130,harvard university,boston,massachusetts,united states,hbs.edu,hbs
132,university california los angeles,los angeles,california,united states,anderson.ucla.edu,ucla
133,duquesne university,pittsburgh,pennsylvania,united states,duq.edu,duq
151,university wisconsin madison,madison,wisconsin,united states,bus.wisc.edu,wisc
155,western new england university,springfield,massachusetts,united states,wne.edu,wne
156,teachers college columbia university,new york,new york,united states,columbia.edu,columbia
157,university western australia,crawley,washington,australia,uwa.edu.au,uwa
174,pennsylvania state university,malvern,pennsylvania,united states,psu.edu,psu
177,george mason university,fairfax,virginia,united states,gmu.edu,gmu
178,university missouri kansas city,kansas city,missouri,united states,umkc.edu,umkc
181,clark university,worcester,massachusetts,united states,clarku.edu,clarku
182,university kansas,lawrence,kansas,united states,ku.edu,ku
185,monash university,caulfield,victoria,australia,buseco.monash.edu.au,monash
192,university bath,bath,,united kingdom,bath.ac.uk,bath
198,utah state university,logan,utah,united states,gmail.com,gmail
200,baylor university,waco,texas,united states,Baylor.edu,Baylor
203,texas tech university,lubbock,texas,united states,ttu.edu,ttu
220,university memphis,memphis,tennessee,united states,memphis.edu,memphis
227,university denver,philadelphia,pennsylvania,united states,temple.edu,temple
229,babson college,babson park,massachusetts,united states,babson.edu,babson
230,university north carolina charlotte,charlotte,north carolina,united states,uncc.edu,uncc
232,wayne state university,detroit,michigan,united states,wayne.edu,wayne
233,michigan state university,east lansing,michigan,united states,msu.edu,msu
235,university montana,missoula,montana,united states,umontana.edu,umontana
236,wake forest university,winston salem,north carolina,united states,wfu.edu,wfu
239,university louisville,louisville,kentucky,united states,me.com,me
247,university dallas,irving,texas,united states,udallas.edu,udallas
249,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
255,university cyprus / university warwick,nicosia,,cyprus,wbs.ac.uk,wbs
274,stanford university,stanford,california,united states,stanford.edu,stanford
290,university arkansas,fayetteville,arkansas,united states,walton.uark.edu,uark
291,city university hong kong / pacific rim institute for studies management,kowloon,hong kong,china,cityu.edu.hk,cityu
295,eth zurich,zurich,,switzerland,ethz.ch,ethz
296,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
307,hong kong university science and technology,hong kong,,hong kong,ust.hk,ust
308,university missouri,columbia,missouri,united states,health.missouri.edu,missouri
310,hong kong university science and technology,kowloon,,hong kong,ust.hk,ust
311,university newcastle australia,newcastle,nsw,australia,newcastle.edu.au,newcastle
312,eindhoven university technology,eindhoven,,netherlands,tue.nl,tue
315,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
321,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
322,keele university,keele,staffs,united kingdom,keele.ac.uk,keele
334,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
341,ryerson university,toronto,on,canada,ryerson.ca,ryerson
343,insead,fontainebleau,,france,insead.edu,insead
345,bentley university,waltham,massachusetts,united states,bentley.edu,bentley
350,marquette university,shorewood,wisconsin,united states,marquette.edu,marquette
355,university western australia,crawley,washington,australia,uwa.edu.au,uwa
356,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
375,university british columbia,vancouver,bc,canada,sauder.ubc.ca,ubc
379,pennsylvania state university,lionville,pennsylvania,united states,psu.edu,psu
380,illinois state university,normal,illinois,united states,ilstu.edu,ilstu
382,michigan state university,east lansing,michigan,united states,bus.msu.edu,msu
396,pace university,new york,new york,united states,pace.edu,pace
398,university iowa,iowa city,iowa,united states,uiowa.edu,uiowa
399,university zu koeln,cologne,,germany,wiso.uni-koeln.de,uni-koeln
400,indiana university bloomington,bloomington,indiana,united states,indiana.edu,indiana
403,western connecticut state university,danbury,connecticut,united states,wcsu.edu,wcsu
407,university arkansas,fayetteville,arkansas,united states,walton.uark.edu,uark
408,santa clara university,santa clara,california,united states,scu.edu,scu
409,national university singapore,singapore,singapore,singapore,nus.edu.sg,nus
414,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
417,insead,singapore,,singapore,insead.edu,insead
421,university pittsburgh,pittsburgh,pennsylvania,united states,pitt.edu,pitt
428,university new south wales,sydney,nsw,australia,unsw.edu.au,unsw
429,university utah,salt lake city,utah,united states,business.utah.edu,utah
433,university rhode island,kingston,rhode island,united states,gmail.com,gmail
437,university auckland,auckland,,new zealand,auckland.ac.nz,auckland
438,national sun yat sen university,pingtung,,taiwan,cm.nsysu.edu.tw,nsysu
444,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
449,university miami,coral gables,florida,united states,miami.edu,miami
450,washington university st louis,st. louis,missouri,united states,wustl.edu,wustl
452,university virginia,charlottesville,virginia,united states,darden.virginia.edu,virginia
456,chinese university hong kong,shatin,,hong kong,cuhk.edu.hk,cuhk
458,ohio state university,columbus,ohio,united states,fisher.osu.edu,osu
466,syracuse university,syracuse,new york,united states,syr.edu,syr
473,brigham young university,provo,utah,united states,byu.edu,byu
474,azerbaijan diplomatic academy,washington,district of columbia,united states,gmail.com,gmail
475,schulich school business,toronto,on,canada,schulich.yorku.ca,yorku
476,boston college,weston,massachusetts,united states,bc.edu,bc
477,university colorado denver,denver,colorado,united states,ucdenver.edu,ucdenver
479,dartmouth college,cambridge,massachusetts,united states,dartmouth.edu,dartmouth
480,loyola marymount university,playa del rey,california,united states,lmu.edu,lmu
485,iese,madrid,,spain,iese.edu,iese
487,babson college,babson park,massachusetts,united states,babson.edu,babson
488,massachusetts institute technology,newtonville,massachusetts,united states,mit.edu,mit
491,indiana university,indianapolis,indiana,united states,indiana.edu,indiana
496,university washington tacoma,tacoma,washington,united states,uw.edu,uw
500,university pittsburgh,pittsburgh,pennsylvania,united states,katz.pitt.edu,pitt
501,georgia state university,atlanta,georgia,united states,gsu.edu,gsu
502,university notre dame,notre dame,indiana,united states,nd.edu,nd
510,lehigh university,bethlehem,pennsylvania,united states,lehigh.edu,lehigh
517,university minnesota duluth,duluth,minnesota,united states,d.umn.edu,umn
524,university utah,salt lake city,utah,united states,business.utah.edu,utah
525,cornell university,ithaca,new york,united states,cornell.edu,cornell
526,ohio state university,columbus,ohio,united states,osu.edu,osu
528,national science foundation,arlington,virginia,united states,nsf.gov,gov
529,ecole polytechnique federale de lausanne,lausanne,vd,switzerland,epfl.ch,epfl
536,clemson university,pendleton,south carolina,united states,clemson.edu,clemson
539,national university singapore,singapore,,singapore,nus.edu.sg,nus
546,university strathclyde,glasgow,scotland,united kingdom,strath.ac.uk,strath
549,california state university fresno,fresno,california,united states,csufresno.edu,csufresno
550,oakland university,rochester,michigan,united states,oakland.edu,oakland
567,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
582,university texas pan american,edinburg,texas,united states,gmail.com,gmail
591,washington state university,pullman,washington,united states,wsu.edu,wsu
597,university michigan,ann arbor,michigan,united states,umich.edu,umich
605,university virginia,charlottesville,virginia,united states,virginia.edu,virginia
606,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
609,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
619,fordham university,bronx,new york,united states,fordham.edu,fordham
620,university missouri,columbia,missouri,united states,missouri.edu,missouri
629,university massachusetts amherst,amherst,massachusetts,united states,isenberg.umass.edu,umass
630,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
631,university wyoming,corpus christi,texas,united states,uwyo.edu,uwyo
633,pace university,white plains,new york,united states,pace.edu,pace
634,st ambrose university,davenport,iowa,united states,sau.edu,sau
637,elon university,elon college,north carolina,united states,elon.edu,elon
640,trinity college dublin,dublin,,ireland,tcd.ie,tcd
648,syracuse university,syracuse,new york,united states,syr.edu,syr
652,singapore management university,singapore,,singapore,smu.edu.sg,smu
655,university kentucky,lexington,kentucky,united states,gmail.com,gmail
667,university texas dallas,richardson,texas,united states,utdallas.edu,utdallas
668,illinois state university,normal,illinois,united states,ilstu.edu,ilstu
682,iese business school,barcelona,,spain,iese.edu,iese
683,university mississippi,university,mississippi,united states,bus.olemiss.edu,olemiss
688,bentley university,waltham,massachusetts,united states,bentley.edu,bentley
694,university massachusetts boston,boston,massachusetts,united states,umb.edu,umb
702,nova southeastern university,fort lauderdale,florida,united states,nova.edu,nova
703,southern illinois university edwardsville,edwardsville,illinois,united states,siue.edu,siue
705,university wisconsin milwaukee,milwaukee,wisconsin,united states,uwm.edu,uwm
712,arizona state university,tempe,arizona,united states,asu.edu,asu
714,simon fraser university,vancouver,bc,canada,sfu.ca,sfu
715,st john university,queens,new york,united states,stjohns.edu,stjohns
721,norwegian school economics,bergen,,norway,nhh.no,nhh
735,purdue university,west lafayette,indiana,united states,purdue.edu,purdue
743,villanova university,villanova,pennsylvania,united states,villanova.edu,villanova
745,university texas austin,austin,texas,united states,mccombs.utexas.edu,utexas
749,oklahoma state university,stillwater,oklahoma,united states,okstate.edu,okstate
755,george washington university,washington,district of columbia,united states,gmail.com,gmail
757,american university,washington,district of columbia,united states,american.edu,american
759,university missouri,columbia,missouri,united states,missouri.edu,missouri
760,george washington university,washington,district of columbia,united states,gwu.edu,gwu
762,rice university,houston,texas,united states,rice.edu,rice
766,university iowa,iowa city,iowa,united states,uiowa.edu,uiowa
770,rollins college,winter park,florida,united states,rollins.edu,rollins
771,university miami,coral gables,florida,united states,miami.edu,miami
772,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
773,university california irvine,irvine,california,united states,uci.edu,uci
788,george washington university,washington,district of columbia,united states,gwu.edu,gwu
791,university connecticut,storrs,connecticut,united states,uconn.edu,uconn
792,university oxford,oxford,,united kingdom,gtc.ox.ac.uk,ox
793,university virginia,charlottesville,virginia,united states,darden.virginia.edu,virginia
794,university michigan,ann arbor,michigan,united states,umich.edu,umich
797,creative learning partners,newberry springs,california,united states,gmail.com,gmail
798,university michigan,ann arbor,michigan,united states,umich.edu,umich
801,vanderbilt university,nashville,tennessee,united states,vanderbilt.edu,vanderbilt
803,iium university,kuala lumpur,k.l.,malaysia,gmail.com,gmail
804,chinese university hong kong,hong kong,,china,cuhk.edu.hk,cuhk
814,fox school business temple university,philadelphia,pennsylvania,united states,temple.edu,temple
817,columbia university,new york,new york,united states,columbia.edu,columbia
821,london school economics,london,,united kingdom,lse.ac.uk,lse
824,university kentucky,lexington,ky,united states,gmail.com,gmail
828,australian national university,canberra,act,australia,anu.edu.au,anu
842,state university new york oswego,oswego,new york,united states,oswego.edu,oswego
844,university alabama,tuscaloosa,alabama,united states,cba.ua.edu,ua
846,northeastern university,wilmington,north carolina,united states,gmail.com,gmail
860,wake forest university,winston salem,north carolina,united states,wfu.edu,wfu
861,university oxford,mountain view,california,united states,sbs.ox.ac.uk,ox
868,florida international university,miami,florida,united states,fiu.edu,fiu
870,north carolina state university,raleigh,north carolina,united states,ncsu.edu,ncsu
882,national sun yat sen university,kaohsiung,,taiwan,bm.nsysu.edu.tw,nsysu
887,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
888,university pittsburgh,pittsburgh,pennsylvania,united states,pitt.edu,pitt
890,rowan university,glassboro,new jersey,united states,rowan.edu,rowan
891,virginia polytechnic institute,blacksburg,virginia,united states,vt.edu,vt
894,university winnipeg,winnipeg,mb,canada,uwinnipeg.ca,uwinnipeg
895,university notre dame,notre dame,indiana,united states,nd.edu,nd
897,baruch college city university new york,new york,new york,united states,baruch.cuny.edu,cuny
902,seoul national university,seoul,,south korea,snu.ac.kr,snu
906,rutgers university,piscataway,new jersey,united states,smlr.rutgers.edu,rutgers
910,university mississippi,university,mississippi,united states,bus.olemiss.edu,olemiss
918,rensselaer polytechnic institute,troy,new york,united states,rpi.edu,rpi
922,tecnologico de monterrey,garza garcia,nl,mexico,itesm.mx,itesm
923,university virginia,charlottesville,virginia,united states,darden.virginia.edu,virginia
928,university du quebec a montreal,montreal,qc,canada,uqam.ca,uqam
930,george washington university,washington,district of columbia,united states,gwu.edu,gwu
934,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
937,university colorado colorado springs,colorado springs,colorado,united states,uccs.edu,uccs
940,american university,washington,district of columbia,united states,american.edu,american
941,insead,fontainebleau,,france,insead.edu,insead
942,rutgers university,newark,new jersey,united states,business.rutgers.edu,rutgers
949,iese business school,barcelona,,spain,iese.edu,iese
951,saint joseph university,philadelphia,pennsylvania,united states,sju.edu,sju
963,auburn university,auburn,alabama,united states,auburn.edu,auburn
964,university cincinnati,cincinnati,ohio,united states,uc.edu,uc
965,tilburg university,tilburg,,netherlands,uvt.nl,uvt
969,arizona state university,tempe,arizona,united states,asu.edu,asu
970,virginia tech,blacksburg,virginia,united states,vt.edu,vt
976,tilburg university,tilburg,,netherlands,uvt.nl,uvt
978,tongji university,shanghai,,china,gmail.com,gmail
979,ohio state university,columbus,ohio,united states,osu.edu,osu
980,cornell university,ithaca,new york,united states,johnson.cornell.edu,cornell
983,florida atlantic university,fort lauderdale,florida,united states,fau.edu,fau
984,maastricht university,maastricht,limburg,netherlands,MaastrichtUniversity.nl,MaastrichtUniversity
989,pennsylvania state university,exton,pennsylvania,united states,psu.edu,psu
993,tsinghua university,beijing,,china,gmail.com,gmail
997,university south carolina,columbia,south carolina,united states,moore.sc.edu,sc
999,cornell university,ithaca,new york,united states,cornell.edu,cornell
1016,university florida,gainesville,florida,united states,cba.ufl.edu,ufl
1019,eastern michigan university,ypsilanti,michigan,united states,emich.edu,emich
1021,university wisconsin eau claire,eau claire,wisconsin,united states,uwec.edu,uwec
1025,san francisco state university,oakland,california,united states,sfsu.edu,sfsu
1027,university missouri,columbia,missouri,united states,missouri.edu,missouri
1029,njit,hoboken,new jersey,united states,adm.njit.edu,njit
1033,hanken school economics,helsinki,,finland,hanken.fi,hanken
1035,university california los angeles,los angeles,california,united states,anderson.ucla.edu,ucla
1036,london business school,london,,united kingdom,london.edu,london
1038,university illinois urbana champaign,champaign,illinois,united states,illinois.edu,illinois
1042,ie business school,madrid,,spain,ie.edu,ie
1053,university maryland,college park,maryland,united states,psyc.umd.edu,umd
1055,university michigan,ann arbor,michigan,united states,umich.edu,umich
1057,university zurich,zurich,,switzerland,uzh.ch,uzh
1058,norwich business school,norwich,,united kingdom,uea.ac.uk,uea
1063,hec paris,jouy en josas,,france,hec.fr,hec
1065,university college dublin,dublin,,ireland,ucd.ie,ucd
1068,university british columbia,vancouver,bc,canada,mail.ubc.ca,ubc
1073,angelo state university,san angelo,texas,united states,angelo.edu,angelo
1076,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
1082,hong kong polytechnic university,kowloon,,hong kong,polyu.edu.hk,polyu
1086,kansas state university,manhattan,kansas,united states,ksu.edu,ksu
1089,arizona state university,tempe,arizona,united states,asu.edu,asu
1097,western michigan university,kalamazoo,michigan,united states,wmich.edu,wmich
1102,singapore management university,singapore,,singapore,smu.edu.sg,smu
1105,nottingham university business school china,ningbo,,china,nottingham.edu.cn,nottingham
1109,university colorado boulder,boulder,colorado,united states,colorado.edu,colorado
1119,northeastern university,boston,massachusetts,united states,neu.edu,neu
1122,imd,lausanne,,switzerland,outlook.com,outlook
1127,university utah,salt lake city,utah,united states,business.utah.edu,utah
1132,texas a m university,college station,texas,united states,mays.tamu.edu,tamu
1133,arizona state university,tempe,arizona,united states,asu.edu,asu
1134,university california davis,davis,california,united states,ucdavis.edu,ucdavis
1138,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
1142,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
1144,university wisconsin milwaukee,milwaukee,wisconsin,united states,uwm.edu,uwm
1148,university nebraska omaha,omaha,nebraska,united states,unomaha.edu,unomaha
1153,columbia university,new york,new york,united states,columbia.edu,columbia
1169,emory university,atlanta,georgia,united states,bus.emory.edu,emory
1178,oregon state university,corvallis,oregon,united states,bus.oregonstate.edu,oregonstate
1181,yonsei university,seoul,,south korea,yonsei.ac.kr,yonsei
1182,university georgia,athens,georgia,united states,uga.edu,uga
1187,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
1188,mcgill university,montreal,qc,canada,mcgill.ca,mcgill
1191,western university,london,on,canada,ivey.uwo.ca,uwo
1194,university oklahoma,norman,oklahoma,united states,ou.edu,ou
1196,massachusetts institute technology,cambridge,massachusetts,united states,comcast.net,comcast
1201,university western ontario,london,on,canada,ivey.uwo.ca,uwo
1207,university wisconsin oshkosh,oshkosh,wisconsin,united states,uwosh.edu,uwosh
1209,maastricht university,maastricht,,netherlands,maastrichtuniversity.nl,maastrichtuniversity
1210,warwick business school,coventry,west midlands,united kingdom,wbs.ac.uk,wbs
1218,university california berkeley,berkeley,california,united states,ieor.berkeley.edu,berkeley
1223,university memphis,memphis,tennessee,united states,memphis.edu,memphis
1228,new york university,new york,new york,united states,stern.nyu.edu,nyu
1234,essec business school paris,cergy pontoise,,france,essec.fr,essec
1239,aalto university,helsinki,,finland,aalto.fi,aalto
1241,harvard university,boston,massachusetts,united states,hbs.edu,hbs
1242,georgetown university,washington,district of columbia,united states,georgetown.edu,georgetown
1245,national university singapore,singapore,,singapore,nus.edu.sg,nus
1246,colorado state university,fort collins,colorado,united states,business.colostate.edu,colostate
1248,university buffalo state university new york,buffalo,new york,united states,buffalo.edu,buffalo
1253,baylor university,waco,texas,united states,baylor.edu,baylor
1255,virginia tech,blacksburg,virginia,united states,vt.edu,vt
1256,university south carolina,columbia,south carolina,united states,sc.edu,sc
1257,northwestern university,evanston,illinois,united states,kellogg.nwu.edu,nwu
1258,university bologna,bologna,,italy,unibo.it,unibo
1265,university texas arlington,arlington,texas,united states,uta.edu,uta
1269,university milan,milan,,italy,unimi.it,unimi
1277,drake university,des moines,iowa,united states,drake.edu,drake
1279,university toronto,toronto,on,canada,gmail.com,gmail
1286,hec paris,jouy en josas,-,france,hec.fr,hec
1287,george mason university,arlington,virginia,united states,gmu.edu,gmu
1288,chinese university hong kong,shatin,,hong kong,cuhk.edu.hk,cuhk
1291,california state university fullerton,fullerton,california,united states,fullerton.edu,fullerton
1297,university houston victoria,sugar land,texas,united states,uhv.edu,uhv
1298,hiroshima university,hiroshima city,hiroshima,japan,mgt.hiroshima-u.ac.jp,hiroshima-u
1305,university pennsylvania,philadelphia,pennsylvania,united states,sas.upenn.edu,upenn
1307,london business school,london,,united kingdom,london.edu,london
1310,washington university st louis,st. louis,missouri,united states,wustl.edu,wustl
1313,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
1321,iowa state university,ames,iowa,united states,iastate.edu,iastate
1332,washington university,saint louis,missouri,united states,wustl.edu,wustl
1333,seoul national university,seoul,,south korea,snu.ac.kr,snu
1336,university vermont,burlington,vermont,united states,uvm.edu,uvm
1346,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
1347,university arizona,tucson,arizona,united states,eller.arizona.edu,arizona
1350,university minnesota duluth,duluth,minnesota,united states,d.umn.edu,umn
1359,university iowa,iowa city,iowa,united states,uiowa.edu,uiowa
1361,university melbourne,melbourne,victoria,australia,unimelb.edu.au,unimelb
1362,florida atlantic university,boca raton,florida,united states,fau.edu,fau
1366,keio university,yokohama,,japan,kbs.keio.ac.jp,keio
1368,texas a m university,college station,texas,united states,tamu.edu,tamu
1369,butler university,indianapolis,indiana,united states,butler.edu,butler
1370,pennsylvania state university great valley,malvern,pennsylvania,united states,psu.edu,psu
1372,harvard university,cambridge,massachusetts,united states,harvard.edu,harvard
1373,brandeis university,waltham,massachusetts,united states,brandeis.edu,brandeis
1377,texas a m university,college station,texas,united states,mays.tamu.edu,tamu
1383,cornell university,ithaca,new york,united states,cornell.edu,cornell
1385,ecole hoteliere de lausanne,lausanne,,switzerland,ehl.ch,ehl
1388,tilburg university,tilburg,162,netherlands,uvt.nl,uvt
1390,vanderbilt university,nashville,tennessee,united states,vanderbilt.edu,vanderbilt
1404,college management israel,hod hasharon,,israel,bezeqint.net,bezeqint
1418,babson college,babson park,massachusetts,united states,babson.edu,babson
1419,florida a m university,tallahassee,florida,united states,aol.com,aol
1423,santa clara university,santa clara,california,united states,scu.edu,scu
1424,north carolina state university,raleigh,north carolina,united states,ncsu.edu,ncsu
1426,university memphis,memphis,tennessee,united states,memphis.edu,memphis
1431,academy management,briarcliff manor,new york,united states,aom.org,aom
1434,university western ontario,london,on,canada,ivey.uwo.ca,uwo
1435,benedictine university,lisle,illinois,united states,ben.edu,ben
1440,aston university,steamboat springs,colorado,united states,gmail.com,gmail
1443,university wisconsin madison,madison,wisconsin,united states,bus.wisc.edu,wisc
1446,victoria university,carlingford,nsw,australia,gmail.com,gmail
1458,northeastern university,boston,massachusetts,united states,neu.edu,neu
1461,brock university,st. catharines,on,canada,brocku.ca,brocku
1462,duquesne university,pittsburgh,pennsylvania,united states,duq.edu,duq
1466,bocconi university,milan,,italy,unibocconi.it,unibocconi
1467,georgetown university,washington,district of columbia,united states,georgetown.edu,georgetown
1470,harvard university,boston,massachusetts,united states,hbs.edu,hbs
1472,rutgers business school,piscataway,new jersey,united states,business.rutgers.edu,rutgers
1476,university missouri kansas city,kansas city,missouri,united states,umkc.edu,umkc
1478,university missouri,columbia,missouri,united states,missouri.edu,missouri
1480,marquette university,milwaukee,wisconsin,united states,marquette.edu,marquette
1484,iscte lisbon university institute,lisboa,,portugal,iscte.pt,iscte
1487,florida atlantic university,boca raton,florida,united states,fau.edu,fau
1492,university connecticut,storrs,connecticut,united states,business.uconn.edu,uconn
1493,albright college,reading,pennsylvania,united states,alb.edu,alb
1496,arizona state university,tempe,arizona,united states,asu.edu,asu
1498,william paterson university,wayne,new jersey,united states,wpunj.edu,wpunj
1503,university queensland australia,brisbane,queensland,australia,business.uq.edu.au,uq
1514,university melbourne,carlton,,australia,gmail.com,gmail
1524,florida state university,tallahassee,florida,united states,cob.fsu.edu,fsu
1532,johannes kepler university,linz,,austria,jku.at,jku
1535,university arizona,tucson,arizona,united states,u.arizona.edu,arizona
1537,university bologna,bologna,,italy,unibo.it,unibo
1540,university missouri kansas city,kansas city,missouri,united states,umkc.edu,umkc
1545,instituto de empresa business school,madrid,,spain,ie.edu,ie
1560,university wisconsin whitewater,whitewater,wisconsin,united states,uww.edu,uww
1565,university macau,shanghai,shanghai,china,umacau.mo,umacau
1582,fairleigh dickinson university,teaneck,new jersey,united states,fdu.edu,fdu
1583,university maine,orono,maine,united states,maine.edu,maine
1585,rensselaer polytechnic institute,troy,new york,united states,rpi.edu,rpi
1586,trinity college dublin,dublin,,ireland,tcd.ie,tcd
1588,university texas dallas,richardson,texas,united states,utdallas.edu,utdallas
1590,rutgers university,piscataway,new jersey,united states,smlr.rutgers.edu,rutgers
1593,australian national university,canberra,act,australia,gmail.com,gmail
1598,university new brunswick,fredericton,nb,canada,unb.ca,unb
1600,michigan state university,okemos,michigan,united states,morgeson.com,morgeson
1601,university arizona,tucson,arizona,united states,email.arizona.edu,arizona
1604,university detroit mercy,detroit,michigan,united states,udmercy.edu,udmercy
1607,yonsei university,seoul,,south korea,yonsei.ac.kr,yonsei
1615,hong kong university science and technology,kowloon,,hong kong,ust.hk,ust
1619,university south australia,adelaide,sa,australia,yahoo.com,yahoo
1636,northwestern kellogg school management,evanston,illinois,united states,kellogg.northwestern.edu,northwestern
1637,mcgill university,westmount,qc,canada,mcgill.ca,mcgill
1642,university zaragoza,zaragoza,,spain,unizar.es,unizar
1644,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
1648,washington state university,richland,washington,united states,gmail.com,gmail
1664,university texas austin,austin,texas,united states,mail.utexas.edu,utexas
1672,oakland university,rochester,michigan,united states,oakland.edu,oakland
1673,cornell university,ithaca,new york,united states,cornell.edu,cornell
1684,pepperdine university,irvine,california,united states,pepperdine.edu,pepperdine
1687,university arkansas,fayetteville,arkansas,united states,uark.edu,uark
1690,texas a m international university,laredo,texas,united states,tamiu.edu,tamiu
1698,ohio state university,columbus,ohio,united states,fisher.osu.edu,osu
1703,university iowa,iowa city,iowa,united states,uiowa.edu,uiowa
1705,leadership research institute,middletown,connecticut,united states,LRI.com,LRI
1708,university alabama birmingham,birmingham,alabama,united states,uab.edu,uab
1711,university texas arlington,arlington,texas,united states,uta.edu,uta
1715,york university,toronto,on,canada,schulich.yorku.ca,yorku
1716,hec paris,jouy en josas,washington,france,hec.fr,hec
1717,nova southeastern university,fort lauderdale,florida,united states,nova.edu,nova
1722,university glasgow adam smith business school,glasgow,scotland,united kingdom,yahoo.com,yahoo
1723,chinese university hong kong,shatin,,hong kong,cuhk.edu.hk,cuhk
1727,harvard university,boston,massachusetts,united states,hbs.edu,hbs
1731,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
1737,university toronto,toronto,on,canada,rotman.utoronto.ca,utoronto
1740,tilburg university,tilburg,,netherlands,uvt.nl,uvt
1742,university southern california,los angeles,california,united states,usc.edu,usc
1746,villanova university,oxford,pennsylvania,united states,villanova.edu,villanova
1750,university miami,coral gables,florida,united states,miami.edu,miami
1756,wilfrid laurier university,waterloo,on,canada,wlu.ca,wlu
1772,dublin city university,dublin,,ireland,dcu.ie,dcu
1773,florida atlantic university,davie,florida,united states,fau.edu,fau
1775,university kansas,lawrence,kansas,united states,ku.edu,ku
1779,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
1781,northwestern university,evanston,illinois,united states,northwestern.edu,northwestern
1784,university saarland,saarbrucken,,germany,1v.com,1v
1787,national sun yat sen university,kaohsiung,,taiwan,nsysu.edu.tw,nsysu
1795,university oklahoma,norman,oklahoma,united states,ou.edu,ou
1799,university wisconsin milwaukee,milwaukee,wisconsin,united states,uwm.edu,uwm
1803,university texas austin,austin,texas,united states,mail.utexas.edu,utexas
1808,university minnesota,minneapolis,minnesota,united states,gmail.com,gmail
1811,york university,toronto,on,canada,schulich.yorku.ca,yorku
1814,aston university,birmingham,,united kingdom,aston.ac.uk,aston
1815,london business school,london,,united kingdom,london.edu,london
1818,dartmouth college,hanover,new hampshire,united states,dartmouth.edu,dartmouth
1822,university liverpool,liverpool,merseyside,united kingdom,liverpool.ac.uk,liverpool
1826,georgetown university,washington,district of columbia,united states,georgetown.edu,georgetown
1828,rutgers university,newark,new jersey,united states,business.rutgers.edu,rutgers
1834,escp europe,london,,united kingdom,harzing.com,harzing
1839,insead,singapore,cedex,singapore,insead.edu,insead
1846,university california irvine,college park,maryland,united states,rhsmith.umd.edu,umd
1847,colorado state university,fort collins,colorado,united states,gmail.com,gmail
